report_id,published_on,analyst_name,broker,ticker,sector,rating,target_price,prev_target_price,target_change
651655,2026-08-13,양승윤,유진투자증권,,기계,,,,
651654,2026-08-13,이해니,유진투자증권,161890,,Buy,170000,120000,raised
651653,2026-08-13,한병화,유진투자증권,100090,,Buy,25000,27000,lowered
651652,2026-08-13,"이현지,고수영",유진투자증권,035900,,Buy,65000,78000,lowered
651651,2026-08-13,이찬영,유진투자증권,030200,,Buy,73000,73000,held
651650,2026-08-13,류태환,유진투자증권,006360,,Buy,48000,46000,raised
651649,2026-08-13,정의훈,유진투자증권,192080,,Buy,78000,78000,held
651648,2026-08-13,박종선,유진투자증권,214150,,Buy,67000,75000,lowered
651647,2026-08-13,황성현,유진투자증권,015760,,Buy,64000,92000,lowered
651646,2026-08-13,"민경원,임환열",우리은행,,,,,,
651645,2026-08-12,이진협,한화투자증권,031430,,Buy,22000,14000,raised
651644,2026-08-12,이진협,한화투자증권,004170,,Buy,690000,660000,raised
651643,2026-08-12,한유정,한화투자증권,251970,,Buy,78000,67000,raised
651642,2026-08-12,김성래,한화투자증권,161390,,Buy,96000,63000,raised
651641,2026-08-12,"이효진,김수민",메리츠증권,036570,,Buy,330000,330000,held
651639,2026-08-12,리서치센터,대신증권,,,,,,
651638,2026-08-12,양승윤,유진투자증권,,기계,,,,
651637,2026-08-12,이재일,유진투자증권,161390,,Buy,80000,80000,held
651636,2026-08-12,"이현지,고수영",유진투자증권,114090,,Buy,13000,16000,lowered
651635,2026-08-12,황성현,유진투자증권,078930,,Buy,138000,80000,raised
651634,2026-08-12,박종선,유진투자증권,043150,,Buy,31000,31000,held
651633,2026-08-12,정의훈,유진투자증권,036570,,Buy,380000,380000,held
651632,2026-08-12,박종선,유진투자증권,228850,,Buy,7800,7800,held
651631,2026-08-12,정의훈,유진투자증권,263750,,Buy,50000,72000,lowered
651630,2026-08-12,"민경원,임환열",우리은행,,,,,,
651629,2026-08-11,이재혁,LS증권,,운송,,,,
651628,2026-08-11,박성호,LS증권,122870,,Buy,69000,100000,lowered
651627,2026-08-11,박성호,LS증권,271560,,Buy,180000,170000,raised
651626,2026-08-11,성종화,LS증권,051600,,Buy,63000,70000,lowered
651625,2026-08-11,"고의영, 박정하",iM증권,222800,,Buy,185000,135000,raised
651624,2026-08-11,"조영환,김혜인",한국IR협의회,006730,,투자의견없음,,,
651623,2026-08-11,"박성순,김지은",한국IR협의회,144960,,투자의견없음,,,
651622,2026-08-11,최예찬,상상인증권,,철강및금속,,,,
651621,2026-08-11,투자전략팀,상상인증권,,,,,,
651620,2026-08-11,한유정,한화투자증권,241710,,Buy,130000,120000,raised
651619,2026-08-11,권지우,한화투자증권,010130,,Buy,1593000,,new
651618,2026-08-11,황지원,iM증권,041510,,Buy,120000,140000,lowered
651617,2026-08-11,"전유진, 장호",iM증권,071320,,Buy,135000,,new
651616,2026-08-11,투자분석부,IBK투자증권,,,,,,
651615,2026-08-11,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
651614,2026-08-11,sk증권 리서치센터,SK증권,,,,,,
651613,2026-08-11,최관순,SK증권,,코스피 200 에너지화학,,,,
651612,2026-08-11,백종민,유안타증권,,,,,,
651611,2026-08-11,이환욱,유안타증권,,,,,,
651610,2026-08-11,고선영,유안타증권,,일반전기전자,,,,
651609,2026-08-11,"최현재, 이안나",유안타증권,,,,,,
651608,2026-08-11,"고선영, 임석민",유안타증권,195870,,Buy,75000,,new
651607,2026-08-11,"고선영, 임석민",유안타증권,353200,,Buy,180000,200000,lowered
651606,2026-08-11,"고선영, 임석민",유안타증권,009150,,Buy,2300000,2300000,held
651605,2026-08-11,"정지수,박건영",메리츠증권,253450,,Buy,43000,48000,lowered
651604,2026-08-11,"정지수,박건영",메리츠증권,035760,,Buy,62000,70000,lowered
651603,2026-08-11,이승훈,메리츠증권,,,,,,
651602,2026-08-11,허민호,대신증권,051600,,Buy,64000,64000,held
651601,2026-08-11,리서치센터,대신증권,,,,,,
651600,2026-08-11,양승윤,유진투자증권,,기계,,,,
651599,2026-08-11,황성현,유진투자증권,,코스피 200 에너지화학,,,,
651598,2026-08-11,박재환,유진투자증권,,반도체,,,,
651597,2026-08-11,황성현,유진투자증권,051600,,Buy,55000,67000,lowered
651596,2026-08-11,황성현,유진투자증권,036460,,Buy,59000,59000,held
651595,2026-08-11,황성현,유진투자증권,071320,,Buy,120000,120000,held
651594,2026-08-11,"민경원,임환열",우리은행,,,,,,
651593,2026-08-10,"백종석,김지은",한국IR협의회,054210,,투자의견없음,,,
651592,2026-08-10,"오정하,권지승",한국IR협의회,038500,,투자의견없음,,,
651591,2026-08-10,이진협,한화투자증권,021240,,Buy,160000,150000,raised
651590,2026-08-10,한유정,한화투자증권,280360,,Buy,170000,130000,raised
651589,2026-08-10,최규호,한화투자증권,,,,,,
651587,2026-08-10,양승수,메리츠증권,,반도체,,,,
651586,2026-08-10,"배기연,김현비",메리츠증권,,코스피 200 조선운송,,,,
651585,2026-08-10,"이승훈,박민서",메리츠증권,,,,,,
651583,2026-08-10,"김정욱,황홍진",메리츠증권,,음식료품,,,,
651582,2026-08-10,"김정욱,황홍진",메리츠증권,,음식료품,,,,
651581,2026-08-10,"정지수,박건영",메리츠증권,,통신업,,,,
651580,2026-08-10,"이효진,김수민",메리츠증권,,인터넷,,,,
651579,2026-08-10,"문경원,이동석",메리츠증권,036460,,Buy,54000,54000,held
651578,2026-08-10,홍가혜,대신증권,196170,,Buy,410000,,new
651577,2026-08-10,허민호,대신증권,052690,,Buy,160000,195000,lowered
651576,2026-08-10,유정현,대신증권,007070,,Buy,33000,30000,raised
651575,2026-08-10,유정현,대신증권,023530,,Buy,200000,130000,raised
651574,2026-08-10,리서치센터,대신증권,,,,,,
651573,2026-08-10,"류태환,조유진",유진투자증권,,코스피 200 에너지화학,,,,
651572,2026-08-10,황성현,유진투자증권,,코스피 200 에너지화학,,,,
651571,2026-08-10,박종선,유진투자증권,339770,,Buy,6300,6300,held
651570,2026-08-10,박종선,유진투자증권,234340,,Buy,30000,50000,lowered
651569,2026-08-10,박종선,유진투자증권,214180,,Buy,21000,28000,lowered
651568,2026-08-10,황성현,유진투자증권,112610,,Buy,80000,,new
651567,2026-08-10,황성현,유진투자증권,011780,,Buy,177000,177000,held
651566,2026-08-10,황성현,유진투자증권,011170,,Buy,106000,115000,lowered
651565,2026-08-10,"민경원,임환열",우리은행,,,,,,
