ticker,name_en,name_ko,filing_id,instrument_type,board_resolution_date,instrument_kind_ko,total_face_value_krw,coupon_rate_pct,maturity_rate_pct,maturity_date,strike_price_krw,strike_ratio_pct,strike_window_start,strike_window_end,refix_floor_price_krw,refix_floor_note,subscription_date,payment_date,private_placement
900260,"ROTHWELL INTERNATIONAL CO., LIMITED",로스웰인터내셔널유한회사,20200601000239,CB,2020-06-01,무기명식 무보증 사모 전환사채,14851200000,0,2,2023-06-30,463,100,2021-06-30,2023-05-30,,,2020-06-01,2020-06-30,private
105840,WOOJIN INC,(주)우진,20180628000419,CB,2018-06-21,무기명식 이권부 담보부 사모 전환사채,9500000000,2,3,2023-06-22,6848,100,2019-06-22,2023-05-22,,,2018-06-22,2018-06-22,private
105840,WOOJIN INC,(주)우진,20170825000369,CB,2017-08-25,무기명식 이권부 무보증 사모 전환사채,10000000000,1,3,2022-08-29,6119,100,2018-08-29,2022-07-29,,,2017-08-29,2017-08-29,private
105840,WOOJIN INC,(주)우진,20211007000372,CB,,,,,,,,,,,,,,,private
105840,WOOJIN INC,(주)우진,20180919000307,EB,2018-09-19,무기명식 이권부 무보증 사모 교환사채,2712900000,0,4,2023-09-27,5699,100,2018-09-28,2023-08-27,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2018-09-21,2018-09-27,private
217500,"RUSSELL CO., LTD.",(주)러셀,20210412003099,CB,2021-04-12,무기명식 이권부 무보증 사모 전환사채,10000000000,0,0,2026-04-14,6060,100,2022-04-14,2026-03-14,4245,,2021-04-14,2021-04-14,private
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20211018000282,CB,2020-04-24,해외 기명식 무보증 사모 전환사채,24704000000,1,,2023-05-14,1650,100,2021-05-14,2023-05-14,1155,,2020-04-24,2020-05-14,private
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20210901000475,CB,2021-09-01,"해외 기명식 무보증
사모 전환사채",15137200000,0,5,2024-09-30,1155,100,2022-09-30,2024-09-29,809,,2021-09-01,2021-09-30,private
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20210514001395,CB,2021-04-23,해외 기명식 무보증 사모 전환사채,5028300000,0,5,2024-05-14,1155,100,2022-05-14,2024-04-14,808,,2021-04-23,2021-05-14,private
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20230518000172,CB,2023-05-12,"해외 기명식 무보증
사모 전환사채",6510000000,1,6,2026-05-18,217,100,2024-05-19,2026-04-18,152,,2023-05-12,2023-05-19,private
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20241104000284,CB,2024-11-04,"해외 기명식 무보증

사모 전환사채",20736000000,0,6,2027-11-12,72,100,2025-11-13,2026-11-12,51,,2024-11-06,2024-11-13,private
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251017000449,CB,2025-10-17,"해외 기명식 무보증
사모 전환사채",14157000000,0,6,2028-10-26,363,100,2026-10-27,2027-10-26,255,,2025-10-21,2025-10-27,private
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20260121000004,CB,2026-01-20,"해외 기명식 무보증
 사모 전환사채",11051250000,0,6,2029-01-29,194,100,2027-01-30,2028-01-29,136,,2026-01-22,2026-01-30,private
053060,SAE DONG CO. LTD,(주)세동,20200226003660,CB,2020-02-26,무기명식 이권부 무보증 사모 전환사채,1000000000,2,5,2025-03-03,808,100,2021-03-03,2025-02-03,,,2020-02-28,2020-03-03,private
053060,SAE DONG CO. LTD,(주)세동,20191018000130,CB,2019-10-18,무기명식 이권부 무보증 사모 전환사채,1800000000,2,5,2022-10-21,778,100,2020-10-21,2022-09-21,,,2019-10-21,2019-10-21,private
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20180713000523,CB,2018-07-13,무기명식 이권부 무보증 사모 전환사채,15000000000,0,0,2023-07-17,3270,100,2019-07-17,2023-06-17,,,2018-07-17,2018-07-17,private
053450,"SEKONIX CO., LTD.",(주)세코닉스,20190704000188,CB,2019-07-04,무기명식 이권부 무보증 사모 전환사채,20000000000,0,0,2022-07-08,7645,100,2020-07-08,2022-06-08,,,2019-07-08,2019-07-08,private
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20191226000337,CB,2019-12-26,무기명식 무보증 사모 전환사채,10000000000,0,0,2022-12-27,10572,100,2020-12-27,2022-11-27,,,2019-12-27,2019-12-27,private
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20210610000444,CB,2021-06-10,무기명식 무보증 사모 전환사채,5000000000,0,0,2026-06-18,8842,100,2022-06-18,2026-05-18,6189,,2021-06-10,2021-06-18,private
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20221116000157,CB,2022-11-16,무기명식 이권부 무보증 사모 전환사채,10500000000,0,3,2027-11-18,6263,100,2023-11-18,2027-10-18,4385,,2022-11-18,2022-11-18,private
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20241008000363,CB,2024-10-08,무기명식 무이권부 무보증 사모 전환사채,27600000000,0,0,2029-10-11,8767,100,2025-10-11,2029-09-11,7891,,2024-10-11,2024-10-11,private
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20230621000408,BW,2023-06-21,무기명식 이권부 무보증 사모 신주인수권부사채,40000000000,0,1,2028-06-23,16762,100,2024-06-23,2028-05-23,11734,,2023-06-23,2023-06-23,private
015860,"ILJIN HOLDINGS CO.,LTD",일진홀딩스(주),20250911000378,EB,2025-09-11,무기명식 무보증 사모 교환사채,100000000000,0,0,2030-10-20,42212,100,2025-10-27,2030-09-20,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2025-09-15,2025-10-20,private
299030,"HANA TECHNOLOGY CO.,LTD.",(주)하나기술,20211022000358,CB,2021-10-22,무기명식 이권부 무보증 사모 전환사채,47000000000,0,0,2026-10-26,56902,100,2022-10-26,2026-09-26,,,2021-10-26,2021-10-26,private
299030,"HANA TECHNOLOGY CO.,LTD.",(주)하나기술,20240426000933,CB,2024-04-26,무기명식 무이권부 무보증 사모 전환사채,60000000000,0,0,2029-04-30,54723,100,2025-04-30,2029-03-30,49251,,2024-04-30,2024-04-30,private
299030,"HANA TECHNOLOGY CO.,LTD.",(주)하나기술,20260213001049,CB,2026-02-13,무기명식 무보증 사모 전환사채,54000000000,0,0,2031-02-23,31402,100,2027-02-23,2031-01-23,25122,,2026-02-23,2026-02-23,private
281740,"Lake Materials Co., Ltd.",(주)레이크머티리얼즈,20260513000690,CB,2026-05-13,무기명식 이권부 무보증 사모 전환사채,50000000000,0,0,2031-05-21,23839,100,2027-05-21,2031-04-21,,,2026-05-21,2026-05-21,private
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20180725000318,CB,2018-07-25,무기명식 무보증 무담보 사모 전환사채,10000000000,0,0,2023-07-27,13761,100,2019-07-27,2023-06-27,,,2018-07-27,2018-07-27,private
214260,"Raphas Co., Ltd.",(주)라파스,20210819000205,CB,2021-08-19,무기명식 무보증 사모 전환사채,30000000000,0,0,2026-08-23,51079,100,2022-08-23,2026-07-23,40864,,2021-08-23,2021-08-23,private
214260,"Raphas Co., Ltd.",(주)라파스,20230427000516,CB,2023-04-25,무기명식 이권부 무보증 사모 전환사채,20000000000,0,3,2026-04-27,24930,100,2024-04-27,2026-03-27,19944,,2023-04-27,2023-04-27,private
214260,"Raphas Co., Ltd.",(주)라파스,20250205000510,CB,2025-02-05,무기명식 이권부 무보증 사모 전환사채,19000000000,0,3,2028-02-07,14469,100,2026-02-07,2028-01-07,,,2025-02-07,2025-02-07,private
214260,"Raphas Co., Ltd.",(주)라파스,20230825000575,EB,2023-08-25,무기명식 이권부 무보증 사모 교환사채,8000000000,0,2,2026-08-29,31121,100,2023-09-29,2026-07-29,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2023-08-29,2023-08-29,private
109820,GENEMATRIX INC.,(주)진매트릭스,20181205000209,CB,2018-12-05,무기명식 이권부 무보증 사모 전환사채,4200000000,0.5,3.5,2021-12-06,4460,100,2019-12-06,2021-11-29,,,2018-12-05,2018-12-06,private
109820,GENEMATRIX INC.,(주)진매트릭스,20160803000368,CB,2015-07-24,무기명식 이권부 무보증 사모 전환사채,5000000000,1,3,2020-07-27,3950,100,2016-07-27,2020-07-26,,,2015-07-27,2015-07-27,private
109820,GENEMATRIX INC.,(주)진매트릭스,20180129000314,CB,2018-01-29,무기명식 이권부 무보증 사모 전환사채,6500000000,1,2.5,2021-01-30,4480,100,2019-01-30,2020-12-30,,,2018-01-29,2018-01-30,private
109820,GENEMATRIX INC.,(주)진매트릭스,20180129000315,CB,2018-01-29,무기명식 이권부 무보증 사모 전환사채,3500000000,1,2.5,2021-02-09,4480,100,2019-02-09,2021-01-09,,,2018-01-29,2018-02-09,private
335810,Precision Biosensor Inc.,프리시젼바이오(주),20211122000228,CB,2021-11-16,무기명식 무이권부 무보증사모전환사채,15000000000,0,0,2026-11-18,11400,100,2022-11-18,2026-10-18,9690,,2021-11-18,2021-11-18,private
335810,Precision Biosensor Inc.,프리시젼바이오(주),20231114001731,CB,2023-11-13,무기명식 이권부 무보증 사모 전환사채,12000000000,0,3,2028-11-15,5241,100,2024-11-15,2028-10-15,3669,,2023-11-15,2023-11-15,private
335810,Precision Biosensor Inc.,프리시젼바이오(주),20240206000462,CB,2024-02-06,무기명식 이권부 무보증 사모 전환사채,3000000000,0,3,2029-02-08,5028,100,2025-02-08,2029-01-08,3520,,2024-02-08,2024-02-08,private
241710,"COSMECCA KOREA CO., LTD.",(주)코스메카코리아,20180618000106,CB,2018-06-08,무기명식 무이권부 무보증 사모 전환사채,20000000000,0,0,2023-06-14,40000,100,2019-06-14,2023-05-14,,,2018-06-12,2018-06-14,private
109740,"DSK Co.,Ltd.",(주)디에스케이,20180828000381,CB,2018-07-04,무기명식 이권부 무보증 사모 전환사채,30200000000,0,0,2021-10-31,7180,100,2019-10-31,2021-09-30,,,2018-07-06,2018-10-31,private
109740,"DSK Co.,Ltd.",(주)디에스케이,20171121000330,CB,2017-10-17,무기명식 사모 전환사채,25000000000,0,0,2020-12-05,9990,100,2018-12-05,2020-11-05,,,2017-10-19,2017-12-05,private
109740,"DSK Co.,Ltd.",(주)디에스케이,20160407002242,CB,2016-03-11,무기명식 무보증 사모전환사채,10000000000,1,1,2020-04-08,10780,100,2017-04-08,2020-03-08,,,2016-03-11,2016-04-08,private
109740,"DSK Co.,Ltd.",(주)디에스케이,20160516002429,CB,2016-04-07,무기명식 이권부 무보증 사모 전환사채,7160000000,1,1,2020-05-16,30900,100,2017-05-16,2020-04-16,,,2016-04-07,2016-05-16,private
109740,"DSK Co.,Ltd.",(주)디에스케이,20160429001661,BW,2016-03-11,무기명식 이권부 무보증 비분리형 사모 신주인수권부사채,10000000000,1,1,2020-04-29,10780,100,2017-04-29,2020-03-29,,,2016-03-11,2016-04-29,private
109740,"DSK Co.,Ltd.",(주)디에스케이,20160719000176,BW,2016-07-05,무기명식 이권부 무보증 비분리형 사모 신주인수권부사채,20000000000,1,1,2021-07-20,28750,100,2017-07-20,2021-06-20,,,2016-07-05,2016-07-20,private
066830,GENOTECH CORP.,(주)제노텍,20180425000771,CB,2018-04-24,무기명 무보증 사모 전환사채,1000000000,1,5,2021-04-30,4190,100,2019-04-30,2021-03-30,,,2018-04-30,2018-04-30,private
108490,ROBOTIS,(주)로보티즈,20201215000507,CB,2020-12-15,무기명식 무이권부 무보증 사모 전환사채,11000000000,0,0,2025-12-17,13015,100,2021-12-17,2025-12-09,,,2020-12-17,2020-12-17,private
108490,ROBOTIS,(주)로보티즈,20220623000108,CB,2022-06-17,무기명식 이권부 무보증 사모 전환사채,19000000000,0,0,2027-06-24,24393,100,2023-06-24,2027-05-24,,,2022-06-21,2022-06-24,private
108490,ROBOTIS,(주)로보티즈,20220617000440,CB,2022-06-17,무기명식 이권부 무보증 사모 전환사채,6000000000,0,0,2027-06-24,22176,100,2023-06-24,2027-05-24,,,2022-06-21,2022-06-24,private
042000,Cafe24 Corp.,카페24(주),20160114000443,CB,2016-01-12,기명식 사모 전환사채,9000000000,1,4,2019-01-18,62967,100,2017-01-18,2018-12-18,,,2016-01-12,2016-01-18,private
042000,Cafe24 Corp.,카페24(주),20170814002157,BW,2017-08-14,무보증 사모 분리형 신주인수권부사채,27500000000,2.5,2.5,2020-08-16,69264,100,2018-08-16,2020-07-16,,,2017-08-16,2017-08-16,private
065950,Welcron Company Limited,(주)웰크론,20171027000501,CB,2017-10-27,무기명식 이권부 무보증 사모 전환사채,8000000000,0,2,2022-10-30,3003,100,2018-10-30,2022-09-30,,,2017-10-30,2017-10-30,private
065950,Welcron Company Limited,(주)웰크론,20210825000342,CB,2021-08-25,무기명식 이권부 무보증 사모 전환사채,15000000000,0,0,2026-08-27,4426,100,2022-08-27,2026-07-27,3099,,2021-08-27,2021-08-27,private
065950,Welcron Company Limited,(주)웰크론,20250919000484,EB,2025-09-19,무기명식 무보증 사모 교환사채,2295524511,0,0,2028-09-29,2331,100,2025-09-30,2028-08-29,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2025-09-29,2025-09-29,private
361570,RBW Inc.,주식회사 알비더블유,20231228000385,CB,,,,,,,,,,,,,,,private
361570,RBW Inc.,주식회사 알비더블유,20250821000520,CB,2025-08-21,무기명식 이권부 무보증 사모 전환사채,7000000000,0,2,2030-08-29,2192,100,2026-08-29,2030-07-29,,,2025-08-29,2025-08-29,private
361570,RBW Inc.,주식회사 알비더블유,20250909000218,EB,2025-09-09,제2회 무기명식 무이권부 무보증 사모 교환사채,2839022802,0,0,2028-09-17,2442,100,2025-10-17,2028-08-17,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2025-09-17,2025-09-17,private
322970,"Moogene Medi Co., Ltd.",주식회사 무진메디,20260402001631,CB,2026-03-12,무기명식 이권부 무보증 사모 전환사채,5000000000,0,3,2029-03-26,2620,100,2027-03-26,2029-02-26,2096,,2026-03-26,2026-03-26,private
192400,"Cuckoo Holdings Co.,Ltd",쿠쿠홀딩스(주),20250916000305,EB,2025-09-12,무기명식 무보증 사모 교환사채,90265715100,0,0,2030-09-22,39050,100,2025-09-29,2030-09-16,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2025-09-22,2025-09-22,private
371950,"POONGWON PRECISION Co.,Ltd.",풍원정밀(주),20250516000399,CB,2025-05-07,무기명식 이권부 무보증 사모 전환사채,4000000000,0,2,2030-05-16,12197,100,2026-05-16,2030-04-16,8538,,2025-05-09,2025-05-16,private
371950,"POONGWON PRECISION Co.,Ltd.",풍원정밀(주),20240619000137,CB,2024-06-19,무기명식 이권부 무보증 사모 전환사채,20000000000,0,2,2029-06-21,10634,100,2025-06-21,2029-05-21,7444,,2024-06-21,2024-06-21,private
065660,"ANTEROGEN CO., LTD.",(주)안트로젠,20181213000369,CB,2018-06-11,무기명식 무보증 무담보 사모 전환사채,16000000000,0,0,2020-06-12,140601,100,2019-06-12,2020-05-28,,,2018-06-12,2018-06-12,private
065660,"ANTEROGEN CO., LTD.",(주)안트로젠,20170926000313,CB,2017-09-26,무기명식 이권부 무보증 사모 전환사채,10000000000,0,0,2020-09-29,20571,100,2018-09-29,2020-08-29,,,2017-09-28,2017-09-29,private
065660,"ANTEROGEN CO., LTD.",(주)안트로젠,20210122000525,CB,2020-04-23,전환사채,12000000000,0,0,2023-04-24,36550,100,2021-04-23,2023-03-24,29240,,,2020-04-24,private
065660,"ANTEROGEN CO., LTD.",(주)안트로젠,20210305000668,CB,2021-03-05,전환사채,16000000000,0,0,2024-03-08,60500,100,2022-03-08,2024-02-08,,,2021-03-08,2021-03-08,private
006200,"KEC HOLDINGS CO.,LTD",(주)한국전자홀딩스,20260211000749,EB,2026-02-05,무기명식 무보증 사모 교환사채,2198647754,0,0,2031-02-13,746,100,2026-02-19,2031-01-13,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2026-02-13,2026-02-13,private
110020,"JEONJINBIO CO., LTD.",전진바이오팜(주),20190702000301,CB,2019-06-28,무기명식 이권부 무보증 사모 전환사채,2200000000,0,2.5,2022-07-02,13484,100,2020-07-02,2022-06-02,,,2019-07-02,2019-07-02,private
110020,"JEONJINBIO CO., LTD.",전진바이오팜(주),20200616000212,CB,2020-06-16,무기명식 이권부 무보증 사모 전환사채,3500000000,1,5,2023-06-18,4985,100,2021-06-18,2023-05-18,,,2020-06-18,2020-06-18,private
110020,"JEONJINBIO CO., LTD.",전진바이오팜(주),20170911000396,CB,2017-09-11,무기명식 무보증 사모 전환사채,500000000,0,5,2022-09-12,8000,100,2018-09-12,2022-09-11,,,2017-09-12,2017-09-12,private
110020,"JEONJINBIO CO., LTD.",전진바이오팜(주),20211130001996,CB,2021-11-30,무기명식 이권부 무보증 사모 전환사채,5000000000,1,3,2024-12-27,5164,100,2022-12-27,2024-11-27,,,2021-12-02,2021-12-27,private
110020,"JEONJINBIO CO., LTD.",전진바이오팜(주),20210707000464,CB,2021-07-07,무기명식 이권부 무보증 사모 전환사채,6300000000,1,3,2024-07-09,8931,100,2022-07-09,2024-06-09,6252,,2021-07-09,2021-07-09,private
110020,"JEONJINBIO CO., LTD.",전진바이오팜(주),20240613000389,CB,,,,,,,,,,,,,,,private
336570,"WON TECH CO.,Ltd.",원텍(주),20230913000278,CB,2023-09-13,무기명식 무보증 사모 전환사채,30000000000,0,0,2028-09-15,13480,100,2024-09-15,2028-08-15,9436,,2023-09-15,2023-09-15,private
336570,"WON TECH CO.,Ltd.",원텍(주),20260514000557,CB,2026-05-14,무기명식 무보증 사모 전환사채,75000000000,0,0,2031-05-22,8270,100,2027-05-22,2031-04-22,5789,,2026-05-18,2026-05-22,private
267320,"Naintech. CO.,LTD.",(주)나인테크,20220303000406,CB,2022-02-24,무기명식 이권부 무보증 사모 전환사채,10000000000,0,0,2027-02-28,3694,100,2023-02-28,2027-01-28,2586,,2022-02-28,2022-02-28,private
267320,"Naintech. CO.,LTD.",(주)나인테크,20230316000940,CB,2021-01-19,무기명식 이권부 무보증 사모 전환사채,17000000000,0,5,2026-01-27,5821,100,2022-01-27,2025-12-27,4075,,2021-01-21,2021-01-27,private
267320,"Naintech. CO.,LTD.",(주)나인테크,20240502000387,CB,2024-05-02,무기명식 이권부 무보증 사모 전환사채,10000000000,0,1,2029-05-03,2981,100,2025-05-03,2029-04-03,2087,,2024-05-03,2024-05-03,private
267320,"Naintech. CO.,LTD.",(주)나인테크,20251208000354,CB,2025-12-08,무기명식 이권부 무보증 사모 전환사채,12000000000,0,1,2030-12-16,3333,100,2026-12-16,2030-11-16,2334,,2025-12-09,2025-12-16,private
267320,"Naintech. CO.,LTD.",(주)나인테크,20260624000267,CB,2023-08-10,무기명식 이권부 무보증 사모 영구전환사채,16000000000,0,2,2053-08-14,3613,100,2024-08-15,2053-07-14,,,,2023-08-14,private
351330,"ISAAC Engineering Co., Ltd.",이삭엔지니어링(주),20250822000204,CB,2025-08-22,무기명식 무보증 사모 전환사채,10000000000,0,0,2030-09-01,6668,100,2026-09-01,2030-08-01,,,2025-09-01,2025-09-01,private
206640,Boditech Med Inc.,바디텍메드(주),20170414002218,CB,2017-04-14,"국내 기명식, 무보증, 무담보, 사모 전환사채",15000000000,0,2,2020-04-27,18987,100,2018-04-27,2020-04-26,,,2017-04-18,2017-04-27,private
221840,"HIZEAERO Co.,Ltd.",하이즈항공(주),20210428000743,CB,2021-04-28,무기명식 무이권부 무보증 사모 전환사채,12000000000,0,0,2024-04-30,5330,100,2022-04-30,2024-03-30,4531,,2021-04-30,2021-04-30,private
221840,"HIZEAERO Co.,Ltd.",하이즈항공(주),20210428000737,EB,2021-04-28,무기명식 무이권부 무보증 사모 교환사채,3835041570,0,0,2024-04-30,6390,100,2021-05-30,2024-03-30,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2021-04-30,2021-04-30,private
289080,SV INVESTMENT CORPORATION,에스브이인베스트먼트 주식회사,20230926000665,CB,2023-09-26,무기명식 이권부 무보증 사모 전환사채,10000000000,0,3,2026-10-25,1885,100,2024-10-25,2026-09-25,1320,,2023-09-27,2023-10-25,private
289080,SV INVESTMENT CORPORATION,에스브이인베스트먼트 주식회사,20250417000522,CB,2025-04-17,무기명식 이권부 무보증 사모 전환사채,8500000000,0,3,2028-04-28,1460,100,2026-04-28,2028-03-28,1022,,2025-04-18,2025-04-28,private
014160,"DAEYOUNG PACKAGING CO.,LTD",대영포장(주),20210813000536,CB,2021-08-13,무기명식 이권부 무보증 사모 전환사채,30000000000,0,0,2024-08-18,3254,100,2022-08-18,2024-07-18,2278,,2021-08-18,2021-08-18,private
174900,AbClon Inc.,앱클론(주),20220920000336,CB,2022-07-26,무기명식 이권부 무보증 사모 전환사채,10000000000,0,2.5,2027-09-28,11398,100,2023-09-28,2027-08-28,7979,,2022-07-28,2022-09-28,private
174900,AbClon Inc.,앱클론(주),20241128001189,CB,2024-11-28,"무
기명식 무보증 사모 전환사채",10100000000,0,5,2029-12-13,14646,100,2025-12-13,2029-11-13,10985,,2024-12-02,2024-12-13,private
174900,AbClon Inc.,앱클론(주),20251001000122,CB,2025-10-01,무기명식 무보증 사모 영구전환사채,25200000000,0,3,2055-10-28,18223,100,2026-10-28,2055-09-28,,,2025-10-20,2025-10-28,private
146320,"BCnC Co., Ltd.",비씨엔씨(주),20250220002283,CB,2025-02-20,무기명식 무이권부 무보증 사모 전환사채,15000000000,0,0,2028-02-25,12320,100,2026-02-25,2028-01-25,,,2025-02-24,2025-02-25,private
241840,"ASTORY Co., Ltd.",(주)에이스토리,20210407002898,CB,2021-04-07,무기명식 이권부 무보증 사모 전환사채,33000000000,0,0,2026-04-09,43372,100,2022-04-09,2026-03-09,30361,,2021-04-09,2021-04-09,private
294630,"SuNAM Co., Ltd.",(주)서남,20211201000325,CB,2021-11-30,무기명식 이권부 무보증 사모 전환사채,5000000000,0,0,2026-12-03,3416,100,2022-12-03,2026-11-03,2392,,2021-12-02,2021-12-03,private
228670,"Ray Co., Ltd.",주식회사 레이,20210422000400,CB,2021-04-20,"무기명식 무보증
사모 전환사채",31500000000,0,0,2026-04-22,56928,100,2022-04-22,2026-03-22,45543,,2021-04-22,2021-04-22,private
228670,"Ray Co., Ltd.",주식회사 레이,20240325000929,CB,2024-03-25,무기명식 이권부 무보증 사모 전환사채,25000000000,0,0,2029-03-27,16854,100,2025-03-27,2029-02-27,11798,,2024-03-27,2024-03-27,private
080520,ODTech,(주)오디텍,20211126000693,CB,2021-11-26,무기명식 이권부 무보증 사모 전환사채,8000000000,0,0,2026-11-30,6705,100,2022-11-30,2026-10-30,4694,,2021-11-30,2021-11-30,private
160550,"Next Entertainment World Co., Ltd.",(주)넥스트엔터테인먼트월드,20161221000165,CB,2016-12-21,기명식 사모 전환사채,5000000000,3.642,3.642,2019-12-21,30000,100,2019-06-21,2019-11-21,,,2016-12-21,2016-12-21,private
160550,"Next Entertainment World Co., Ltd.",(주)넥스트엔터테인먼트월드,20210407000679,CB,2021-03-31,무기명식 이권부 무보증 사모 전환사채,20000000000,0,0,2026-04-08,13650,100,2022-10-08,2026-03-08,10920,,2021-03-31,2021-04-08,private
160550,"Next Entertainment World Co., Ltd.",(주)넥스트엔터테인먼트월드,20230322001071,CB,2023-03-17,무기명식 이권부 무보증 사모 전환사채,25000000000,0,2.5,2027-03-21,7250,100,2024-03-21,2027-02-21,5440,,,2023-03-21,private
160550,"Next Entertainment World Co., Ltd.",(주)넥스트엔터테인먼트월드,20250306000349,CB,2025-02-28,무기명식 이권부 무보증 사모 전환사채,12500000000,0,3,2030-03-05,2280,100,2026-03-05,2030-02-05,1596,,2025-03-05,2025-03-05,private
160550,"Next Entertainment World Co., Ltd.",(주)넥스트엔터테인먼트월드,20250411003334,CB,2025-04-11,무기명식 이권부 무보증 사모 전환사채,7000000000,0,3,2030-04-15,1883,100,2026-04-15,2030-03-15,1319,,2025-04-15,2025-04-15,private
038010,"JEIL TECHNOS CO.,LTD",(주)제일테크노스,20161007000245,CB,2016-10-07,무기명식 이권부 무보증 사모 전환사채,3300000000,0,0,2021-10-11,6470,100,2017-10-11,2021-09-11,,,2016-10-07,2016-10-11,private
038010,"JEIL TECHNOS CO.,LTD",(주)제일테크노스,20161007000264,EB,2016-10-07,국내 무기명식 이권부 무보증 사모 교환사채,2300000000,0,0,2019-10-11,6020,100,2016-11-11,2019-09-11,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2016-10-07,2016-10-11,private
038010,"JEIL TECHNOS CO.,LTD",(주)제일테크노스,20250911000389,EB,2025-09-11,무기명식 무보증 사모 교환사채,3000000000,0,0,2030-09-19,8509,100,2025-09-26,2030-08-19,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",,2025-09-19,private
038010,"JEIL TECHNOS CO.,LTD",(주)제일테크노스,20220913000281,EB,2022-09-13,무기명식 무보증 사모 교환사채,6840000000,0,0,2025-09-16,10000,100,2022-10-16,2025-08-16,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",,2022-09-16,private
001390,KG Chemical Corporation,KG케미칼(주),20170228001381,EB,2017-02-28,국내 무기명식 이권부 무보증 사모 교환사채,8500000000,0,1,2022-03-03,15250,100,2017-04-03,2022-02-03,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2017-03-03,2017-03-03,private
122690,"Seojin Automotive Co.,Ltd.",(주)서진오토모티브,20180129000221,CB,2018-01-29,무기명식 무보증 사모 전환사채,10000000000,,2,2021-01-31,5800,100,2019-01-31,2020-12-31,,,2018-01-29,2018-01-31,private
122690,"Seojin Automotive Co.,Ltd.",(주)서진오토모티브,20180129000227,CB,2018-01-29,무기명식 무보증 사모 전환사채,10000000000,,2,2021-01-31,5800,100,2019-03-21,2020-12-31,,,2018-01-29,2018-03-21,private
122690,"Seojin Automotive Co.,Ltd.",(주)서진오토모티브,20220427000327,CB,2022-04-27,무기명식 무보증 사모 전환사채,10000000000,0,0,2027-04-29,3371,100,2023-04-29,2027-03-29,2360,,2022-04-29,2022-04-29,private
122690,"Seojin Automotive Co.,Ltd.",(주)서진오토모티브,20230314000375,CB,2023-03-14,무기명식 무보증 사모 전환사채,10000000000,0,2,2028-03-16,3174,100,2024-03-16,2028-02-16,2222,,2023-03-16,2023-03-16,private
122690,"Seojin Automotive Co.,Ltd.",(주)서진오토모티브,20180621000275,EB,2018-06-21,무기명식 이권부 무보증 사모 교환사채,8000000000,1,3,2023-06-22,1748,100,2019-06-22,2023-05-22,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2018-06-22,2018-06-22,private
194370,JS Corporation,(주)제이에스코퍼레이션,20211007000109,CB,2021-08-26,무기명식 이권부 무보증 사모전환사채,20000000000,0,0,2026-09-02,21956,100,2022-09-02,2026-08-02,17565,,2021-08-30,2021-09-02,private
194370,JS Corporation,(주)제이에스코퍼레이션,20230921000331,CB,2023-09-21,무기명식 이권부 무보증 사모전환사채,25000000000,0,0,2028-09-25,12790,100,2024-09-25,2028-08-25,10232,,2023-09-25,2023-09-25,private
194370,JS Corporation,(주)제이에스코퍼레이션,20260626000534,CB,2026-06-26,무기명식 이권부 무보증 사모 전환사채,20000000000,0,0,2031-07-06,11668,100,2027-07-06,2031-06-06,9335,,2026-07-06,2026-07-06,private
