ticker,company_name_en,name_english,name_arabic,title,category,rank_order
2POINTZERO,Two Point Zero Group PJSC,H.H. Sheikh Zayed Bin Hamadan Bin Zayed Bin Sultan Al Nahyan,سمو الشيخ زايد بن حمدان بن زايد بن سلطان آل نهيان,Chairman,Board,1
2POINTZERO,Two Point Zero Group PJSC,H.E. Mariam Mohammed Saeed Hareb Almheiri,مريم محمد سعيد حارب المهيرى,Vice Chairman,Board,2
2POINTZERO,Two Point Zero Group PJSC,Samia Toufic Bouazza,ساميه توفيق بوعزه,CE/ CEO,Management,5
2POINTZERO,Two Point Zero Group PJSC,H.E. Mariam Mohammed Saeed Hareb Almheiri,مريم محمد سعيد حارب المهيرى,Managing Director,Board,7
2POINTZERO,Two Point Zero Group PJSC,Naveed Khan Muhammed Ashraf,نويد خان محمد أشرف,Top Management,Management,10
2POINTZERO,Two Point Zero Group PJSC,Mr. Richard Matthew Gerson,السيد/ ريشارد ماثيو جيرسون,Board Member,Board,11
2POINTZERO,Two Point Zero Group PJSC,Mr. Syed Basar Shueb Syed Shueb,السيد/ سيد بصر شعيب سيد شعيب,Board Member,Board,11
2POINTZERO,Two Point Zero Group PJSC,Ms. Samia Toufic Bouazza,السيدة/ سامية توفيق بوعزة,Board Member,Board,11
2POINTZERO,Two Point Zero Group PJSC,Dr. Mohamed Somar Nassouh Ajalyaqin,الدكتور/ محمد سومر نصوح أجليقين,Board Member,Board,11
2POINTZERO,Two Point Zero Group PJSC,Ms. Sofia Abdellatif Lasky,الآنسة/ صوفيه عبداللطيف العسكي,Board Member,Board,11
2POINTZERO,Two Point Zero Group PJSC,H.E. Maryam Eid Khamis Almheiri,معالي/ مريم عيد خميس المهيري,Board Member,Board,11
2POINTZERO,Two Point Zero Group PJSC,H.E. Mohamed Hassan Mohamed Hassan Alsuwaidi,معالي/ محمد حسن محمد حسن السويدي,Board Member,Board,11
2POINTZERO,Two Point Zero Group PJSC,Ruchi Sharma Ved prakash,روشى شارما فيد براكاش,Board Secretary,Unclassified,12
2POINTZERO,Two Point Zero Group PJSC,TBIYTC HOLDING LTD,تي بي اي وي تي سي هولدينج ليمتد,Company,Unclassified,18
2POINTZERO,Two Point Zero Group PJSC,BONFOI INVESTMENT RSC LTD,بونفوي انفيستمنت ريستركتد ليمتد,Company,Unclassified,18
2POINTZERO,Two Point Zero Group PJSC,ARZEN INVESTMENT HOLDING LTD,أرزن انفستمنت هولدينج ليمتد,Company,Unclassified,18
2POINTZERO,Two Point Zero Group PJSC,HESTIA INVESTMENT HOLDINGS LTD,هيستيا إنفيستمنت هولدنجز ال تي دي,Company,Unclassified,18
2POINTZERO,Two Point Zero Group PJSC,CONNAISSANCE INVESTMENT RSC LTD,شركة كوننيسانس للاستثمار RSC المحدودة,Company,Unclassified,18
2POINTZERO,Two Point Zero Group PJSC,WEST INVESTMENTS SPV RSC LTD,شركة ويست للاستثمارات ذات الغرض الخاص المحدودة,Company,Unclassified,18
2POINTZERO,Two Point Zero Group PJSC,LION HEART INVESTMENT SPV RSC LTD,ليون هارت انفيستمنت اس بي في ريستركتد ليمتد,Company,Unclassified,18
2POINTZERO,Two Point Zero Group PJSC,Sweta Madhavan Rajagopalan,سويتا مادهافان راجاجوبالان,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Venkata Purushotham Janaswamy,فنكاتا بروشتام جاناشوامي,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Jairajesh Nadar Nadar,جيراجيش نادار نادار,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Kapil Bhatnagar Bhatnagar    , كابيل بهاتناجار بهاتناجار,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Venkatachalam Krishnan,فنكاتاشالام كريشنان,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Nimish Goel Goel, نيمش جول جول,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Yelena Ligay,يلينا لجاى,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Rogelio Jr Mallari Gomez,روجيليو جر ماللرى جوميز,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Pramika Satish,براميكا ساتيش,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Obada Mhd Walid Alkowatly,عباده محمد وليد القوتلى,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Faisal Javed Khan Javed Aslam Khan,فيصل جلويد خان جاويد اسلم خان,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Faeza Bibi Sohawon,فايزة بيبى سوهاون,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Mohamed Althaf Mohamed Mahibal,محمد الطاف محمد مهيبال,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,Michail Katounas,ميخائيل كاتوناس,Others,Unclassified,19
2POINTZERO,Two Point Zero Group PJSC,YUNIOR FROMETA CARBONELL,ينيور فروميتا كاربونيل,Others,Unclassified,19
ABNIC,Al Buhaira National Insurance Company,Sheikh Faisal Bin Khalid Bin Sultan Alqassemi , الشيخ فيصل بن خالد بن سلطان القاسمي ,Chairman,Board,1
ABNIC,Al Buhaira National Insurance Company,Sheikh Abdulla Mohd Ali Al Thani,الشيخ عبدالله بن محمد علي آل ثاني,Vice Chairman,Board,2
ABNIC,Al Buhaira National Insurance Company,Issam Mohd Saleem Mehdawi,عصام محمد سليم مهداوي,General Manager,Management,8
ABNIC,Al Buhaira National Insurance Company,Salah Fouad Fares Daou,صلاح فؤاد فارس ضو,Top Management,Management,10
ABNIC,Al Buhaira National Insurance Company,SUKESH SAROJ KUMAR SEN,سوكيش ساروج كومار سين,Top Management,Management,10
ABNIC,Al Buhaira National Insurance Company,YOUSSEF ASSAAD,يوسف اسعد,Top Management,Management,10
ABNIC,Al Buhaira National Insurance Company,MAHMOUD HASAN MAHMOUD SHALAB,محمود حسن محمود شلعب,Top Management,Management,10
ABNIC,Al Buhaira National Insurance Company,KHALED MOHAMMAD ABDULRAHEEM AWWAD,خالد محمد عبدالرحيم عواد,Top Management,Management,10
ABNIC,Al Buhaira National Insurance Company,AYED F S SALEH,عائد فتحى سعيد صالح,Top Management,Management,10
ABNIC,Al Buhaira National Insurance Company,MONTASER QASIM M KHASSAWNEH,منتصر قاسم محمد خصاونه,Top Management,Management,10
ABNIC,Al Buhaira National Insurance Company,NABIL ZAKI SALAMAH ALSHANAWANI,نبيل زكى سلامه الشنوانى,Top Management,Management,10
ABNIC,Al Buhaira National Insurance Company,MOHD RADI MOHD MOHD,محمد راضى محمد محمد,Top Management,Management,10
ABNIC,Al Buhaira National Insurance Company,AHMED MOHAMED HELMY ALY HELMY,احمد محمد حلمى على حلمى,Top Management,Management,10
ABNIC,Al Buhaira National Insurance Company,Ms. NOURA MAHMOUD MOHAMED AL-ALI,الانسة نوره محمود محمد المحمود آل علي,Board Member,Board,11
ABNIC,Al Buhaira National Insurance Company,Mr. ABDULLA MOHAMED  SALIH AL ZAROONI,السيد عبدالله محمد صالح الزرعوني,Board Member,Board,11
ABNIC,Al Buhaira National Insurance Company,SHEIKH SAOUD NASSER RASHID ABDULAZIZ ALMOALLA,الشيخ سعود بن ناصر بن راشد بن عبدالعزيز المعلا,Board Member,Board,11
ABNIC,Al Buhaira National Insurance Company,SHEIKH AHMED ABDULLA BIN MOHAMMED ALI AL THANI,الشيخ احمد عبدالله محمد علي ال ثاني,Board Member,Board,11
ABNIC,Al Buhaira National Insurance Company,Mr.  Rashid Ali Rashid Deemas Alsuwaidi,السيد راشد علي راشد ديماس السويدي,Board Member,Board,11
ABNIC,Al Buhaira National Insurance Company,SHEIKH KHALED BIN ABDULLA SULTAN AL QASIMI,الشيخ خالد عبدالله سلطان القاسمي,Board Member,Board,11
ABNIC,Al Buhaira National Insurance Company,BASSAM I MOHAMMED ELAYYAN,بسام ابراهيم محمد عليان,Board Member,Board,11
ABNIC,Al Buhaira National Insurance Company,SHIRAZ HUSSAIN HUSSAIN PADANI,شيراز حسين حسين بدانى,Others,Unclassified,19
ABNIC,Al Buhaira National Insurance Company,AHMED GALAL MOHAMED EISSA ALY,احمد جلال محمد عيسى على,Others,Unclassified,19
ABNIC,Al Buhaira National Insurance Company,MOHAMAD AMIN EL JAZZAR,محمد امين اديب الجزار,Others,Unclassified,19
ADAVIATION,Abu Dhabi Aviation Co.,Mansour Mohamed AlMulla,منصور محمد الملا,Chairman,Board,1
ADAVIATION,Abu Dhabi Aviation Co.,Mahmood Alhay Hamad Khamis Alhameli,محمود الحاي حمد خميس الهاملي,CE/ CEO,Management,5
ADAVIATION,Abu Dhabi Aviation Co.,Mohannad Y .M. Abdelhadi,مهند يوسف محمد عبداالهادي,Top Management,Management,10
ADAVIATION,Abu Dhabi Aviation Co.,Ashraf Anis Ibrahim Fahmy,أشرف أنيس إبراهيم فهمي,Top Management,Management,10
ADAVIATION,Abu Dhabi Aviation Co.,Mohamed Saeed Salem Kaddas Alremeithi,محمد سعيد سالم كداس الرميثي,Top Management,Management,10
ADAVIATION,Abu Dhabi Aviation Co.,Mohamed Khalil Mohamed Sharif Foulathi Alkhoori, محمد خليل محمد شريف فولاذي الخوري,Board Member,Board,11
ADAVIATION,Abu Dhabi Aviation Co.,TANSEL KILICARSLAN,تانسيل كيليكارسلان,Board Member,Board,11
ADAVIATION,Abu Dhabi Aviation Co.,ROQUE MANUEL SOLABARRIETA CHELECH,روقو مانويل سولاباريتا تشيش,Board Member,Board,11
ADAVIATION,Abu Dhabi Aviation Co.,MOHAMMAD ADNAN ABDULRAHMAN ABDULLA SHARAFI,محمد عدنان عبدالرحمن عبدالله شرفى,Board Member,Board,11
ADAVIATION,Abu Dhabi Aviation Co.,JAWAD SHAFIQUE MUHAMMAD SHAFIQUE,جواد شفيق محمد شفيق,Board Member,Board,11
ADAVIATION,Abu Dhabi Aviation Co.,ISMAIL ALI MOHAMMAD SULAIMAN ABDULLA,اسماعيل على محمد سليمان عبدالله,Board Member,Board,11
ADAVIATION,Abu Dhabi Aviation Co.,EVGENY GLUSHKOV,ايفجنى جلوشكوف,Board Member,Board,11
ADAVIATION,Abu Dhabi Aviation Co.,BUTHAINA ABDULLA MOHAMED ALI ALMAZROUEI,بثينه عبدالله محمد على المزروعى,Board Member,Board,11
ADCB,Abu Dhabi Commercial Bank,H.E.Khaldoon Khalifa Alshaikhahmad Abdulaziz Almubarak,معالي خلدون خليفة الشيخ احمد عبد العزيز المبارك,Chairman,Board,1
ADCB,Abu Dhabi Commercial Bank,H.E. Hussain Jasim Naser Mohamed Alnowais,سعادة حسين جاسم ناصر محمد النويس,Vice Chairman,Board,2
ADCB,Abu Dhabi Commercial Bank,Ala'a Mohamed Atta Khalil Eraiqat,علاء محمد عطا خليل عريقات,CE/ CEO,Management,5
ADCB,Abu Dhabi Commercial Bank,Ludovic Nobili,لودوفيك نوبيلي,Top Management,Management,10
ADCB,Abu Dhabi Commercial Bank,Rasha Mortada,رشا طلال مرتضى,Top Management,Management,10
ADCB,Abu Dhabi Commercial Bank,Deepak Khullar,ديباك خولار,Top Management,Management,10
ADCB,Abu Dhabi Commercial Bank,Jane Elizabeth Livingston,جاني اليزابيث ليفينجستون,Top Management,Management,10
ADCB,Abu Dhabi Commercial Bank,Mohamed Naji Mohamed Ahmed Jayyash,محمد ناجي محمد أحمد جياش,Top Management,Management,10
ADCB,Abu Dhabi Commercial Bank,Deepak Ashok Rochlani,ديباك اشوك روشلانى,Top Management,Management,10
ADCB,Abu Dhabi Commercial Bank,Abdulaziz Almoosa,عبد العزيز احمد علي الموسي,Top Management,Management,10
ADCB,Abu Dhabi Commercial Bank,Abdirizak Ali Mohammed,عبدالرزاق علي محمد,Top Management,Management,10
ADCB,Abu Dhabi Commercial Bank,ROBBERT ALEXANDER MULLER,روبيرت الكسندر مولير,Top Management,Management,10
ADCB,Abu Dhabi Commercial Bank,Reem Albanna ,ريم سهيل عقيل محمد البنا,Top Management,Management,10
ADCB,Abu Dhabi Commercial Bank,Moizes Palma,معزس بالما دا سيلفا,Top Management,Management,10
ADCB,Abu Dhabi Commercial Bank,Aysha Ahmed Sultan Al Hallami ,عائشة أحمد سلطان الحلامي,Board Member,Board,11
ADCB,Abu Dhabi Commercial Bank,Khalid Abdalla Khalifa Deemas Alsuwaidi,خالد عبدالله خليفه ديماس السويدي,Board Member,Board,11
ADCB,Abu Dhabi Commercial Bank,Khaled Haji Abdulla Hussain AlKhoori,خالد حاجي عبدالله حسين الخوري,Board Member,Board,11
ADCB,Abu Dhabi Commercial Bank,Sheikh Zayed Bin Suroor Bin Mohammed Alnehyan,الشيخ زايد بن سرور بن محمد آل نهيان ,Board Member,Board,11
ADCB,Abu Dhabi Commercial Bank,Fatima Abdulla Rashid Abdulla Alnuaimi,فاطمة عبدالله راشد عبدالله النعيمى,Board Member,Board,11
ADCB,Abu Dhabi Commercial Bank,Sheikh Sultan Suroor Sultan Al Dhaheri,الشيخ سلطان سرور سلطان الظاهرى,Board Member,Board,11
ADCB,Abu Dhabi Commercial Bank,Carlos Antoine Obeid,كارلوس انطوان عبيد,Board Member,Board,11
ADCB,Abu Dhabi Commercial Bank,Saeed Mohamed Hamad Fares AlMazrouei,سعيد محمد حمد فارس المزروعي,Board Member,Board,11
ADCB,Abu Dhabi Commercial Bank,H.E. Dr. Ahmed Mubarak Ali Rashed Almazrouei,معالي د. احمد مبارك علي راشد المزروعي,Board Member,Board,11
ADCB,Abu Dhabi Commercial Bank,Bashar Khairy,بشار حامد إبراهيم الخيرى,Board Secretary,Unclassified,12
ADCB,Abu Dhabi Commercial Bank,VIJAY SAI PRASAD KASTURY,فيجاى ساى براساد كستورى,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Abdulla Al Shamsi,عبدالله عبد العزيز ناصر رحمه الشامسي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Dheeraj Makhija,دهيراج كومار,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Balagopal Rajendra Varma,بالاجوبال راجيندرا فارما,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Emma Jane Primarolo,ايما جاني بريمارولو,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Monica Malik ,مونيكا مالك,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Daniel Klotz ,دانيل كلوتز,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Udit Dewan,اوديت ديوان,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Suneil Seshan,سونيل سيشان سوباهاش سيشان,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,SRINIVASAN KRISHNAMURTHY,سرينيفاسان كريشنامورتى,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Shazia Nadeem Merchant,شازيه نديم ميرشانت,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Sandeep Dahiya ,سانديب داهيا راج سينج داهيا,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,SAMI RIAD TABBARAH,سامى رياض طباره,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Poonkodi Vasanthan,بونكودي فاسنتان,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,TUDOR PAUL DIACONU,تودور باول دياكونو,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Olla Asri Dinamika,أولا اسري ديناميكا,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Ahmad Maher Mahmoud Alhakim, أحمد ماهر محمود الحكيم,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Nada Shadid,ندي محمد إسماعيل إبراهيم شديد,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Nabil F. Juma ,نبيل فريد عبدالله جمعه,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Muhammad Hamza,محمد حمزة محمد عصمت باتل,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Mohamed Obadah,محمد عباده محمد فيصل راغب عدي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Mayur Bhatia,مايور ماهيش بهاتيا,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Levente Sidlovits,ليفينتي سيدلوفيتيس,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,kangaparambil raman,كانجابار امبيل راملن,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Hela Dahen,هاله دهان,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Hassan Al Khalsan ,حسن جواد رضوان إبراهيم الخلصان,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Harsh Vardhan ,هارش فاردهان,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Nayef Alothali,نايف صالح جعبل محمد العوذلي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Federico Dell’Aia,فدريكو ضليع,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Mohd Aref Al Ramli,محمد عارف محمد خلدون الرملي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Aman Alagh,امان علاغ,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Ali Alkhajeh,علي حبيب احمد حبيب الخاجه,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Tracy Trenary,تراسي ايلين تريناري,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Marta Rusin,مارتا زوزانا روسين,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Onur Kucukyilmaz,اونور كوكوكيلماز,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Grzegorz Gras,جرزيجورز كارول جراس,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Zeina Al Quraini,زينة القريني,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Afif Kalo ,عفيف مصطفي كالو,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Sandeep Goyal,سانديب جويال جوبيند براساد جويال,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Nitin Arora,نيتين ارورا اشوك كومار ارورا,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Niveen Jamil Kharouba ,نيفين خاروبة,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Rana Hadad,رنا رشيد حداد,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Abir Mohd Khalil ,عبير محمد خليل حسن,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Mohammed Khaleq ,محمد شفيق محمد عبدالخالق,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Ian Boylan ,ايان فرانسيس بويلان,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,MARK WILLIAM DICKINSON,مارك ويليام ديكينسون,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Michelle P. Payawal,ميشيل باسكال باياوال,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Sarah Dulieu,سارة ايفيلين دوليو,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Louis Kukenheim,لويس كونهيم,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Francesca Revelli,فرانسيسكا ريفيلي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Alex Zaluski,اليكساندر البيرت ارماند زلوسكي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Adi Rajguru,اديتيا راج جورو,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Martin McAspurn-Lohmann,مارتين كورت لوهمان,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Svenja Reincke,سفينجا الكساندرا رينكي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Ali-Reza Fassa,علي رضا سعيد فاسا,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Hafid Agouzoul ,حفيظ اجزول,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Gopal Darak,جوبال درك,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Vibhav Bindal,فيبهاف بيندال سوباش,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Sourabh Ghosh,سوراب ديليبكومار غوش,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Rabab Al Jaberi,رباب يسلم محمد عبودان الجابري,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Sadish Gopi,ساديش جوبي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Rajan Nallan,فارادهار شاكرافارتي نالان,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Rula AlQadi,رولا تاج الدين احمد مصطفي القاضي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Vanessa Stanley,فانيسا ليسا ستانلي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Semeer Kuvvakkattayil ,سمير كوفاكاتابيل,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Ahmed Rashed,أحمد راشد محمود,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Ashish Ghag ,اشيش حهاج شاندراكت,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Pedro De Araujo,بيدرو دي اراجو بيريرا,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,yaser Abdulla Abdulqader Mohammad Ahmad,ياسر عبدالله عبدالقادر محمد احمد,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Hashim Ali,هاشم محمد علي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Mateo Nobile,ماتيو نوبيلي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Jamie Chittenden,مارك جيمس شيتيندين,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Tarek Grichi,طارق القريشي,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,Shameek Kundu,شاميك كوندو,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,PASSANT HAMDI SAEED AWAD,بسنت حمدى سعيد عواد,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,ROBERTA MARSHALL,روبيرتا مارشال,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,SULTAN SAIF MOHAMED ALI ALFALASI,سلطان سيف محمد على الفلاسى,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,BARRAQ ABDUL RAHMAN SUBHI ISTAITYYAH,براق عبدالرحمن صبحى استيتيه,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,ASEEL GHASSAN NAEEM SALEM,اسيل غسان نعيم سالم,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,MOAZ YOUSRY MOHAMED ALI ELBALKIMY,معاذ يسرى محمد على البلكيمى,Others,Unclassified,19
ADCB,Abu Dhabi Commercial Bank,CHARMAINE MARIA DSOUZA,شارمين ماريا ديسوزا,PA Chief Executive Officer,Management,
ADCB,Abu Dhabi Commercial Bank,Abu Dhabi Commercial Bank,بنك أبوظبي التجاري,Company,Unclassified,
ADIB,Abu Dhabi Islamic Bank,Jawaan Awaidha Suhail Awaidha Al Khaili,جوعان عويضه سهيل عويضه الخيلي,Chairman,Board,1
ADIB,Abu Dhabi Islamic Bank,Mohamed Elsayed Mohamed Abdelbary,محمد السيد محمد عبد البارى,CE/ CEO,Management,5
ADIB,Abu Dhabi Islamic Bank,Abdul Qadir Khanani Aba Ali Khanani,عبد القادر خناني ابا علي خاناني,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Ahsan Ahmed Akhtar,إحسان احمد أختر,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Osaid Kailani,اسيد كيلانى,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Abdulla Zaid Mohamed Saleh Alhelali Al Shehi,عبد الله زيد محمد صالح الهلالي الشحي,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Khalid Ali Ibrahom Jasem Al Mansoori,خالد على ابراهيم جاسم المنصوري,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Lamea Khaled Hariz,لميا خالد حريز,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Mohd Gheith Ali Mohd Mosmar,محمد غيث علي محمد مسمار,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Mohamed Mahmoud Mohamed Aly,محمد محمود محمد على,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Tan Tze Ping Kenneth,تان تزي بينج كينيت,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Amit Malhotra,اميت مالهوترا,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Fernando Agustin Plaza Lopez,فيرناندو اجستين بلازا لوبيز,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Talha Syed Karim,طلحه سيد كريم,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Bushrah Abdullah Ahmed Bibi Alshehhi,بشره عبدالله أحمد بيبي الشحي,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Metha Mohamedalsharif Yousif Alhashmi,ميثاء محمد الشريف يوسف الهاشمي,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Mohammed Ali Abbas Abdulla Alfahim,محمد علي عباس عبدالله الفهيم,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,HAKIM BIN ABDULMAJED KAROUI,حكيم بن عبدالمجيد القروى,Top Management,Management,10
ADIB,Abu Dhabi Islamic Bank,Faisal Sultan Naser Salem Al Shuaibi,فيصل سلطان ناصر سالم الشعيبي,Board Member,Board,11
ADIB,Abu Dhabi Islamic Bank,Najib Youssef Fayyad,نجيب يوسف فياض,Board Member,Board,11
ADIB,Abu Dhabi Islamic Bank,Abdulla Ali Musleh Jumhour Al Ahbabi,عبد الله علي مصلح جمهور الأحبابي,Board Member,Board,11
ADIB,Abu Dhabi Islamic Bank,Khalifa Matar Khalifa Almheiri,خليفه مطر خليفه المهيري,Board Member,Board,11
ADIB,Abu Dhabi Islamic Bank,Maha Mohammad Juma Abdel Rahman Alqattan,مها محمد  جمعه عبدالرحمن القطان ,Board Member,Board,11
ADIB,Abu Dhabi Islamic Bank,Abdul Wahab Al Halabi ,عبد الوهاب الحلبي ,Board Member,Board,11
ADIB,Abu Dhabi Islamic Bank,Ahmed Fahed Awadh Saleh Almenhali,احمد فهد عوض صالح المنهالي,Board Secretary,Unclassified,12
ADIB,Abu Dhabi Islamic Bank,Mohamed Tharwat Mohamed Elsakran,   محمد ثروت محمد السكران ,Board Secretary,Unclassified,12
ADIB,Abu Dhabi Islamic Bank,ALA BOUNI,الاء بنى,Board Secretary,Unclassified,12
ADIB,Abu Dhabi Islamic Bank,SEEMA LALSA YADAV LALSA HARDATT YADAV,سيما لالسا ياداف لالسا هاردات ياداف,Company,Unclassified,18
ADIB,Abu Dhabi Islamic Bank,Khaled Walid Kurdieh,خالد وليد كرديه,Others,Unclassified,19
ADIB,Abu Dhabi Islamic Bank,Suleiman Naeem S Al Raie,سليمان نعيم سليمان الراعي,Others,Unclassified,19
ADIB,Abu Dhabi Islamic Bank,Mohammed Fuad Siddiqui,محمد فواد صديقى,Others,Unclassified,19
ADIB,Abu Dhabi Islamic Bank,Venkatesh Srikantan,فينكاتيش سريكانتان,Others,Unclassified,19
ADIB,Abu Dhabi Islamic Bank,Shahbaz Malik Malik Mohammad Aslam,شهباز ملك ملك محمد اسلم,Others,Unclassified,19
ADIB,Abu Dhabi Islamic Bank,Karuppanchetty Palaniappan, كاروبان شيتى بالانيابان بالانيابان,Others,Unclassified,19
