ticker,name_en,name_ko,filing_id,filed_on,person_name,is_registered_officer,title,relationship,shares_held,shares_change,stake_pct,stake_change_pct
043200,"PARU CO., LTD.",(주)파루,20260814000850,2026-08-14,지본,,-,10%이상주주,4814257,-4814258,23.03,0
058470,LEENO Industrial Inc,리노공업(주),20250507000264,2025-05-07,이채윤,registered,대표이사,사실상지배주주,26418345,21134676,34.66,0
058470,LEENO Industrial Inc,리노공업(주),20250507000268,2025-05-07,김형계,unregistered,이사,-,3000,2400,0,0
058470,LEENO Industrial Inc,리노공업(주),20260616000258,2026-06-16,이채윤,registered,대표이사,사실상지배주주,19418345,-7000000,25.48,-9.18
126340,"VINA TECH CO.,LTD",비나텍주식회사,20241120000034,2024-11-20,성도경,registered,대표이사,-,1682141,97079,27.64,0.33
126340,"VINA TECH CO.,LTD",비나텍주식회사,20250404001663,2025-04-04,성도경,registered,대표이사,-,1766248,84107,27.72,0.08
126340,"VINA TECH CO.,LTD",비나텍주식회사,20250404001715,2025-04-04,김경철,registered,사장,-,3969,369,0.06,0
126340,"VINA TECH CO.,LTD",비나텍주식회사,20250404003638,2025-04-04,정한기,registered,사장,-,33039,3071,0.52,0
126340,"VINA TECH CO.,LTD",비나텍주식회사,20260303002559,2026-03-03,국민연금공단,,-,10%이상주주,678663,678663,10.08,10.08
126340,"VINA TECH CO.,LTD",비나텍주식회사,20260303002567,2026-03-03,국민연금공단,,-,10%이상주주,653405,-25258,9.7,-0.38
126340,"VINA TECH CO.,LTD",비나텍주식회사,20260309001470,2026-03-09,정한기,registered,사장,-,38039,5000,0.55,0.03
126340,"VINA TECH CO.,LTD",비나텍주식회사,20260309001512,2026-03-09,성도경,registered,대표이사,-,1906244,139996,27.44,-0.28
126340,"VINA TECH CO.,LTD",비나텍주식회사,20260310002078,2026-03-10,김경철,registered,사장,-,9969,6000,0.14,0.08
126340,"VINA TECH CO.,LTD",비나텍주식회사,20260526000391,2026-05-26,송경의,unregistered,상무,-,4756,4756,0.07,0.07
126340,"VINA TECH CO.,LTD",비나텍주식회사,20260526000455,2026-05-26,김정일,unregistered,상무,-,11900,11900,0.17,0.17
126340,"VINA TECH CO.,LTD",비나텍주식회사,20260527000164,2026-05-27,김경철,registered,사장,-,21988,12019,0.31,0.17
021240,"COWAY Co., Ltd.",코웨이(주),20250314000360,2025-03-14,서장원,registered,대표이사,-,6000,2000,0.01,0
021240,"COWAY Co., Ltd.",코웨이(주),20251204000041,2025-12-04,김기수,unregistered,상무보,-,150,150,0,0
021240,"COWAY Co., Ltd.",코웨이(주),20260220001330,2026-02-20,서장원,registered,대표이사,-,7000,1000,0.01,0
021240,"COWAY Co., Ltd.",코웨이(주),20260312001202,2026-03-12,김순태,registered,전무,-,1500,1500,0,0
021240,"COWAY Co., Ltd.",코웨이(주),20260401004426,2026-04-01,서장원,registered,대표이사,-,9800,2800,0.01,0
021240,"COWAY Co., Ltd.",코웨이(주),20260520000235,2026-05-20,넷마블,,-,10%이상주주,18679446,168000,26.4,1.32
021240,"COWAY Co., Ltd.",코웨이(주),20260520000285,2026-05-20,방준혁,registered,이사회 의장,-,42000,42000,0.06,0.06
021240,"COWAY Co., Ltd.",코웨이(주),20260528000614,2026-05-28,넷마블,,-,10%이상주주,18824446,145000,26.6,0.2
021240,"COWAY Co., Ltd.",코웨이(주),20260528000654,2026-05-28,방준혁,registered,이사회 의장,-,76000,34000,0.11,0.05
021240,"COWAY Co., Ltd.",코웨이(주),20260605000411,2026-06-05,넷마블,,-,10%이상주주,18943446,119000,26.77,0.17
021240,"COWAY Co., Ltd.",코웨이(주),20260605000446,2026-06-05,방준혁,registered,이사회 의장,-,107942,31942,0.15,0.04
021240,"COWAY Co., Ltd.",코웨이(주),20260626000464,2026-06-26,서장원,registered,대표이사,-,10100,300,0.01,0
021240,"COWAY Co., Ltd.",코웨이(주),20260819000268,2026-08-19,넷마블,,-,10%이상주주,19081946,138500,26.96,0.19
021240,"COWAY Co., Ltd.",코웨이(주),20260826000543,2026-08-26,넷마블,,-,10%이상주주,19229646,147700,27.17,0.21
021240,"COWAY Co., Ltd.",코웨이(주),20260902000230,2026-09-02,넷마블,,-,10%이상주주,19353646,124000,27.35,0.18
021240,"COWAY Co., Ltd.",코웨이(주),20260908000257,2026-09-08,넷마블,,-,10%이상주주,19458706,105060,27.5,0.15
039130,HANATOUR SERVICE INC.,(주)하나투어,20250624000393,2025-06-24,국민연금공단,,-,10%이상주주,1555714,1555714,10.04,10.04
039130,HANATOUR SERVICE INC.,(주)하나투어,20250703000336,2025-07-03,국민연금공단,,-,10%이상주주,1663338,107624,10.74,0.7
039130,HANATOUR SERVICE INC.,(주)하나투어,20250811000290,2025-08-11,국민연금공단,,-,10%이상주주,1538972,-124366,9.94,-0.8
039130,HANATOUR SERVICE INC.,(주)하나투어,20250822000237,2025-08-22,류창호,registered,부사장,-,10000,-2667,0.06,-0.02
039130,HANATOUR SERVICE INC.,(주)하나투어,20251029000287,2025-10-29,고기봉,unregistered,상무,-,1000,1000,0.01,0.01
039130,HANATOUR SERVICE INC.,(주)하나투어,20251111000333,2025-11-11,송미선,registered,대표이사,-,2000,1000,0.01,0
039130,HANATOUR SERVICE INC.,(주)하나투어,20251111000382,2025-11-11,박상빈,unregistered,상무,-,1000,300,0.01,0.01
039130,HANATOUR SERVICE INC.,(주)하나투어,20251111000377,2025-11-11,이진호,unregistered,상무,-,820,220,0.01,0.01
039130,HANATOUR SERVICE INC.,(주)하나투어,20251111000371,2025-11-11,김창훈,registered,상무,-,1700,1000,0.01,0.01
039130,HANATOUR SERVICE INC.,(주)하나투어,20260109000671,2026-01-09,권용현,unregistered,상무,-,1000,1000,0.01,0.01
039130,HANATOUR SERVICE INC.,(주)하나투어,20260422000493,2026-04-22,유봉기,unregistered,상무,-,270,270,0,0
039130,HANATOUR SERVICE INC.,(주)하나투어,20260515002262,2026-05-15,류창호,registered,부사장,-,5000,-5000,0.03,-0.03
054940,"EXA E&C, Inc",(주)엑사이엔씨,20250616000231,2025-06-16,이준호,unregistered,상무,-,3000,3000,0.01,0.01
054940,"EXA E&C, Inc",(주)엑사이엔씨,20250903000112,2025-09-03,이준호,unregistered,상무,-,6000,3000,0.02,0.01
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260304000724,2026-03-04,진은정,unregistered,상무,-,85000,35000,0.26,0.11
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260312000232,2026-03-12,김성후,registered,대표이사,-,80000,80000,0.24,0.24
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260402003687,2026-04-02,이길동,registered,감사,-,50000,50000,0.15,0.15
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260623000310,2026-06-23,장성수,registered,이사,-,45000,45000,0.14,0.14
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260709000156,2026-07-09,진은정,unregistered,상무,-,161000,76000,0.49,0.23
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260810000250,2026-08-10,구자극,registered,회장,사실상지배주주,1008575,-4034301,15.2,0
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260810000261,2026-08-10,진은정,unregistered,상무,-,32200,-128800,0.49,0
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260810000269,2026-08-10,김성후,registered,대표이사,-,16000,-64000,0.24,0
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260810000273,2026-08-10,전성완,unregistered,부사장,-,10100,-40400,0.16,0
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260810000280,2026-08-10,이길동,registered,감사,-,10000,-40000,0.15,0
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260810000286,2026-08-10,장성수,registered,이사,-,9000,-36000,0.14,0
054940,"EXA E&C, Inc",(주)엑사이엔씨,20260810000291,2026-08-10,이준호,unregistered,상무,-,1200,-4800,0.02,0
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000193,2026-04-20,이인석,registered,부사장,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000225,2026-04-20,연창모,unregistered,상무,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000311,2026-04-20,배홍석,unregistered,상무보,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000306,2026-04-20,한기주,unregistered,상무보,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000301,2026-04-20,김포현,unregistered,상무보,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000289,2026-04-20,박정석,unregistered,상무보,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000275,2026-04-20,윤성효,unregistered,상무,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000273,2026-04-20,문성배,unregistered,상무,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000268,2026-04-20,정용근,unregistered,상무보,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000257,2026-04-20,안영완,registered,상무,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000237,2026-04-20,홍순일,unregistered,상무,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000246,2026-04-20,장명재,unregistered,상무,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260420000253,2026-04-20,이의정,unregistered,상무보,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260508000188,2026-05-08,조봉석,unregistered,상무보,-,10000,10000,0.07,0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260508000856,2026-05-08,장명재,unregistered,상무,-,0,-10000,0,-0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260508000917,2026-05-08,김포현,unregistered,상무보,-,0,-10000,0,-0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260508000939,2026-05-08,정용근,unregistered,상무보,-,8000,-2000,0.05,-0.02
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260515001914,2026-05-15,정용근,unregistered,상무보,-,7000,-1000,0.046,-0.004
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260515001420,2026-05-15,연창모,unregistered,상무,-,0,-10000,0,-0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260515001554,2026-05-15,배홍석,unregistered,상무보,-,0,-10000,0,-0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260515001695,2026-05-15,이의정,unregistered,상무보,-,0,-10000,0,-0.07
035460,"Kisan Telecom CO., Ltd.",(주)기산텔레콤,20260515001346,2026-05-15,한기주,unregistered,상무보,-,0,-10000,0,-0.07
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20240911000199,2024-09-11,미래에셋자산운용,,-,10%이상주주,10266037,29800,25.92,0.07
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20240919000176,2024-09-19,미래에셋자산운용,,-,10%이상주주,10289037,23000,25.98,0.06
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20240925000329,2024-09-25,미래에셋자산운용,,-,10%이상주주,10309037,20000,26.03,0.05
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20241002000290,2024-10-02,미래에셋자산운용,,-,10%이상주주,10374337,65300,26.19,0.16
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20241010000374,2024-10-10,미래에셋자산운용,,-,10%이상주주,10411437,37100,26.29,0.1
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20241016000228,2024-10-16,미래에셋자산운용,,-,10%이상주주,10459437,48000,26.41,0.12
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20241023000037,2024-10-23,미래에셋자산운용,,-,10%이상주주,10493622,34185,26.5,0.09
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20241030000440,2024-10-30,미래에셋자산운용,,-,10%이상주주,10522816,29194,26.57,0.07
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20241106000257,2024-11-06,미래에셋자산운용,,-,10%이상주주,10596394,73578,26.75,0.18
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20241113000146,2024-11-13,미래에셋자산운용,,-,10%이상주주,10615373,18979,26.8,0.05
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20241120000253,2024-11-20,미래에셋자산운용,,-,10%이상주주,10636987,21614,26.86,0.06
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20241211000374,2024-12-11,미래에셋자산운용,,-,10%이상주주,10646987,10000,26.88,0.02
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250108000322,2025-01-08,미래에셋자산운용,,-,10%이상주주,10637527,-9460,26.86,-0.02
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250219001606,2025-02-19,미래에셋자산운용,,-,10%이상주주,10611927,-25600,26.79,-0.07
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250226004600,2025-02-26,미래에셋자산운용,,-,10%이상주주,10599927,-12000,26.76,-0.03
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250402003038,2025-04-02,미래에셋자산운용,,-,10%이상주주,10582927,-17000,26.72,-0.04
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250409002144,2025-04-09,미래에셋자산운용,,-,10%이상주주,10559927,-23000,26.66,-0.06
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250618000311,2025-06-18,미래에셋자산운용,,-,10%이상주주,10673927,114000,26.95,0.29
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250702000401,2025-07-02,미래에셋자산운용,,-,10%이상주주,10672358,-1569,26.95,0
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250709000351,2025-07-09,미래에셋자산운용,,-,10%이상주주,10620241,-52117,26.81,-0.14
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250806000218,2025-08-06,미래에셋자산운용,,-,10%이상주주,10616354,-3887,26.8,-0.01
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250827000508,2025-08-27,미래에셋자산운용,,-,10%이상주주,10591354,-25000,26.74,-0.06
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250903000337,2025-09-03,미래에셋자산운용,,-,10%이상주주,10569354,-22000,26.69,-0.05
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250910000461,2025-09-10,미래에셋자산운용,,-,10%이상주주,10547163,-22191,26.63,-0.06
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20250917000258,2025-09-17,미래에셋자산운용,,-,10%이상주주,10546604,-559,26.63,0
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20251001000473,2025-10-01,미래에셋자산운용,,-,10%이상주주,10496435,-50169,26.5,-0.13
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20251112000379,2025-11-12,미래에셋자산운용,,-,10%이상주주,10495037,-1398,26.5,0
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20251126000508,2025-11-26,미래에셋자산운용,,-,10%이상주주,10493758,-1279,26.5,0
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20251203000247,2025-12-03,미래에셋자산운용,,-,10%이상주주,10491484,-2274,26.49,-0.01
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20251217000400,2025-12-17,미래에셋자산운용,,-,10%이상주주,10490774,-710,26.49,0
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20260114000252,2026-01-14,미래에셋자산운용,,-,10%이상주주,10450774,-40000,26.39,-0.1
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20260219002542,2026-02-19,미래에셋자산운용,,-,10%이상주주,10440774,-10000,26.36,-0.03
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20260304001351,2026-03-04,미래에셋자산운용,,-,10%이상주주,10430774,-10000,26.34,-0.02
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20260325001107,2026-03-25,미래에셋자산운용,,-,10%이상주주,10400774,-30000,26.26,-0.08
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20260401004162,2026-04-01,미래에셋자산운용,,-,10%이상주주,10345165,-55609,26.12,-0.14
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20260508000825,2026-05-08,미래에셋자산운용,,-,10%이상주주,10310165,-35000,26.03,-0.09
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20260514001176,2026-05-14,미래에셋자산운용,,-,10%이상주주,10304165,-6000,26.02,-0.01
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20260716000736,2026-07-16,미래에셋자산운용,,-,10%이상주주,10251707,-52458,25.88,-0.14
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20260723000568,2026-07-23,미래에셋자산운용,,-,10%이상주주,10233705,-18002,25.84,-0.04
396690,"Mirae Asset Global REIT Co., Ltd.",주식회사 미래에셋글로벌위탁관리부동산투자회사,20260903000209,2026-09-03,미래에셋자산운용,,-,10%이상주주,10150619,-83086,25.63,-0.21
214680,DRTECH Corporation,(주)디알텍,20250730000359,2025-07-30,박승만,unregistered,"전무
(생산본부장)",-,50000,50000,0.06,0.06
214680,DRTECH Corporation,(주)디알텍,20250818000032,2025-08-18,문범진,registered,"전무
(신사업개발본부장)",-,1894385,5116,2.4,0
214680,DRTECH Corporation,(주)디알텍,20250818000029,2025-08-18,신철우,registered,"부사장
(메디칼사업개발
본부 총괄, CTO)",-,3212400,5500,4.06,-0.01
214680,DRTECH Corporation,(주)디알텍,20250818000033,2025-08-18,박승만,unregistered,"전무
(생산본부장)",-,55033,5033,0.07,0.01
214680,DRTECH Corporation,(주)디알텍,20260602000100,2026-06-02,안성현,registered,"대표이사
(CEO)",-,3093552,7137,3.5,-0.42
214680,DRTECH Corporation,(주)디알텍,20260623000013,2026-06-23,이길수,registered,"부사장
(CFO)",-,785276,80000,0.89,-0.01
214680,DRTECH Corporation,(주)디알텍,20260715000025,2026-07-15,안성현,registered,"대표이사
(CEO)",-,3100536,6984,3.5,0
038460,"BioSmart Co., Ltd.",(주)바이오스마트,20241018000502,2024-10-18,윤호권,registered,대표이사,-,986407,1,3.77,-0.32
038460,"BioSmart Co., Ltd.",(주)바이오스마트,20241018000504,2024-10-18,박혜린,registered,회장,10%이상주주,5209313,2,19.91,-0.77
038460,"BioSmart Co., Ltd.",(주)바이오스마트,20260708000384,2026-07-08,윤호권,registered,대표이사,-,1022907,36500,4.05,0.28
038460,"BioSmart Co., Ltd.",(주)바이오스마트,20260708000388,2026-07-08,박혜린,registered,회장,10%이상주주,5266521,57208,20.84,0.93
038460,"BioSmart Co., Ltd.",(주)바이오스마트,20260715000331,2026-07-15,윤호권,registered,대표이사,-,1024407,1500,4.05,0
038460,"BioSmart Co., Ltd.",(주)바이오스마트,20260715000341,2026-07-15,박혜린,registered,회장,10%이상주주,5342631,76110,21.14,0.3
038460,"BioSmart Co., Ltd.",(주)바이오스마트,20260724000362,2026-07-24,박혜린,registered,회장,10%이상주주,5361531,18900,21.21,0.07
038460,"BioSmart Co., Ltd.",(주)바이오스마트,20260730000362,2026-07-30,윤호권,registered,대표이사,-,1059407,35000,4.19,0.14
038540,"Sangsangin Co., Ltd.",(주)상상인,20240927000489,2024-09-27,유준원,registered,대표이사,사실상지배주주,13012231,44000,22.54,-0.9
038540,"Sangsangin Co., Ltd.",(주)상상인,20241011000340,2024-10-11,유준원,registered,대표이사,사실상지배주주,13035044,22813,22.58,0.04
038540,"Sangsangin Co., Ltd.",(주)상상인,20241216000215,2024-12-16,유준원,registered,대표이사,사실상지배주주,13057344,22300,22.62,0.04
038540,"Sangsangin Co., Ltd.",(주)상상인,20250107000373,2025-01-07,유준원,registered,대표이사,사실상지배주주,13063719,6375,22.63,0.01
038540,"Sangsangin Co., Ltd.",(주)상상인,20250207000297,2025-02-07,유준원,registered,대표이사,사실상지배주주,13070719,7000,22.64,0.01
038540,"Sangsangin Co., Ltd.",(주)상상인,20250218001672,2025-02-18,유준원,registered,대표이사,사실상지배주주,13080719,10000,22.66,0.02
038540,"Sangsangin Co., Ltd.",(주)상상인,20250227005976,2025-02-27,유준원,registered,대표이사,사실상지배주주,13087719,7000,22.67,0.01
038540,"Sangsangin Co., Ltd.",(주)상상인,20250310000911,2025-03-10,남종훈,unregistered,부사장,-,193673,193673,0.34,0.34
038540,"Sangsangin Co., Ltd.",(주)상상인,20260223003753,2026-02-23,이홍석,unregistered,이사,-,26000,26000,0.05,0.05
009160,SIMPACInc,(주)SIMPAC,20251212000483,2025-12-12,최민찬,unregistered,부사장,-,306468,106468,0.47,0.16
009160,SIMPACInc,(주)SIMPAC,20251215000474,2025-12-15,최민영,unregistered,상무,-,5983248,5639375,9.15,8.62
009160,SIMPACInc,(주)SIMPAC,20251215000472,2025-12-15,최민찬,unregistered,부사장,10%이상주주,13841002,13534534,21.17,20.7
009160,SIMPACInc,(주)SIMPAC,20251215000466,2025-12-15,최진식,registered,대표이사 회장,사실상지배주주,14794432,11513720,22.63,17.62
009160,SIMPACInc,(주)SIMPAC,20251217000448,2025-12-17,최민찬,unregistered,부사장,10%이상주주,13904222,63220,21.27,0.1
009160,SIMPACInc,(주)SIMPAC,20260106000096,2026-01-06,손태원,unregistered,상무,-,10000,10000,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000097,2026-01-06,정연중,unregistered,상무,-,10000,10000,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000099,2026-01-06,박승배,unregistered,상무,-,10000,10000,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000102,2026-01-06,황병명,unregistered,상무,-,10000,10000,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000104,2026-01-06,김용환,unregistered,상무,-,10000,10000,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000106,2026-01-06,김진호,unregistered,상무,-,10590,10590,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000094,2026-01-06,이종서,unregistered,상무,-,10000,10000,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000090,2026-01-06,김현철,unregistered,상무보,-,10000,10000,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000087,2026-01-06,김승현,unregistered,상무보,-,10500,10500,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000083,2026-01-06,박철우,unregistered,이사,-,33420,33420,0.05,0.05
009160,SIMPACInc,(주)SIMPAC,20260106000081,2026-01-06,김태훈,unregistered,이사,-,12338,12338,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000109,2026-01-06,최민영,unregistered,상무,-,5993248,10000,9.17,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000135,2026-01-06,송효석,registered,"대표이사
(부회장)",-,43549,10000,0.07,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000132,2026-01-06,심웅섭,registered,"대표이사
(사장)",-,10000,10000,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000126,2026-01-06,김종호,unregistered,사장,-,10000,10000,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000124,2026-01-06,최민찬,unregistered,부사장,10%이상주주,13914222,10000,21.29,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000121,2026-01-06,남진환,unregistered,전무,-,10000,10000,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260106000119,2026-01-06,김대우,unregistered,전무,-,10000,10000,0.02,0.02
009160,SIMPACInc,(주)SIMPAC,20260330001701,2026-03-30,최민찬,unregistered,부사장,10%이상주주,13933222,19000,21.31,0.02
009160,SIMPACInc,(주)SIMPAC,20260331004463,2026-03-31,심웅섭,registered,"대표이사
(사장)",-,0,-10000,0,-0.02
009160,SIMPACInc,(주)SIMPAC,20260401005063,2026-04-01,최민찬,unregistered,부사장,10%이상주주,14064421,131199,21.51,0.2
009160,SIMPACInc,(주)SIMPAC,20260403003858,2026-04-03,최민찬,unregistered,부사장,10%이상주주,14127794,63373,21.61,0.1
009160,SIMPACInc,(주)SIMPAC,20260513000782,2026-05-13,최민찬,unregistered,부사장,10%이상주주,14144743,16949,21.64,0.03
009160,SIMPACInc,(주)SIMPAC,20260514001037,2026-05-14,최민영,unregistered,상무이사,-,6071100,77852,9.29,0.12
009160,SIMPACInc,(주)SIMPAC,20260515002182,2026-05-15,최민찬,unregistered,부사장,10%이상주주,14194848,50105,21.71,0.07
009160,SIMPACInc,(주)SIMPAC,20260527000465,2026-05-27,최민찬,unregistered,부사장,10%이상주주,14237208,42360,21.78,0.07
009160,SIMPACInc,(주)SIMPAC,20260529001756,2026-05-29,최민영,unregistered,상무이사,-,6160071,88971,9.42,0.13
009160,SIMPACInc,(주)SIMPAC,20260602000403,2026-06-02,최민찬,unregistered,부사장,10%이상주주,14247408,10200,21.79,0.01
009160,SIMPACInc,(주)SIMPAC,20260605000641,2026-06-05,최민찬,unregistered,부사장,10%이상주주,14256718,9310,21.81,0.02
094820,"ILJIN POWER CO., LTD.",(주)일진파워,20241210000428,2024-12-10,이상업,unregistered,회장,-,162683,2350,1.08,0.02
094820,"ILJIN POWER CO., LTD.",(주)일진파워,20260601000435,2026-06-01,이상업,registered,회장,-,164633,1650,1.09,0.01
094820,"ILJIN POWER CO., LTD.",(주)일진파워,20260617000087,2026-06-17,이상업,registered,회장,-,165433,800,1.1,0.01
038390,"RedcapTour Co., Ltd.",(주)레드캡투어,20241129001778,2024-11-29,조원희,unregistered,회장,10%이상주주,6078532,3039266,36.35,0.97
038390,"RedcapTour Co., Ltd.",(주)레드캡투어,20241129001793,2024-11-29,구본호,,-,사실상지배주주,6594246,3297123,39.44,1.05
