ticker,name_en,name_ko,filing_id,filed_on,person_name,is_registered_officer,title,relationship,shares_held,shares_change,stake_pct,stake_change_pct
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20241211000450,2024-12-11,Zhou YongNan,registered,대표이사,10%이상주주,31351311,5225218,38.78,0
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20241211000457,2024-12-11,신루이샹홀딩리미티드,,-,10%이상주주,9718335,1619722,12.02,0
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20241213000575,2024-12-13,CDIBCAPITALASIAPARTNERSL.P.,,-,10%이상주주,9837000,1639500,12.17,0
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20251114002288,2025-11-14,신루이샹홀딩리미티드,,-,10%이상주주,10864401,1146066,13.01,0.99
900290,Great Rich Technologies Limited,그레이트리치과기유한공사,20260429001096,2026-04-29,신루이샹홀딩리미티드,,-,10%이상주주,6464401,-4400000,7.74,-5.27
900260,"ROTHWELL INTERNATIONAL CO., LIMITED",로스웰인터내셔널유한회사,20260115000249,2026-01-15,트릴리온럭그룹리미티드,,최대주주,10%이상주주,17010958,17010958,36.96,36.96
900260,"ROTHWELL INTERNATIONAL CO., LIMITED",로스웰인터내셔널유한회사,20260213001939,2026-02-13,트릴리온럭그룹리미티드,,최대주주,10%이상주주,18030969,1020011,39.17,2.21
900250,"China Crystal New Material Holdings Co.,  Ltd.",차이나크리스탈신소재홀딩스,20260609000472,2026-06-09,DAI ZHONGQIU,registered,대표이사,10%이상주주,6080693,-18242080,16.98,-1.64
105840,WOOJIN INC,(주)우진,20251216000363,2025-12-16,이재원,registered,이사회 의장,-,3228711,13642,15.99,0.07
105840,WOOJIN INC,(주)우진,20251216000377,2025-12-16,이재상,registered,대표이사,-,1958581,11092,9.7,0.06
105840,WOOJIN INC,(주)우진,20251216000391,2025-12-16,백승한,registered,대표이사,-,34898,21527,0.17,0.02
105840,WOOJIN INC,(주)우진,20251216000398,2025-12-16,조재성,registered,상무이사,-,4679,4679,0.02,0.02
105840,WOOJIN INC,(주)우진,20260107000599,2026-01-07,이재원,registered,이사회 의장,-,3028711,-200000,15,-0.99
105840,WOOJIN INC,(주)우진,20260107000606,2026-01-07,이재상,registered,대표이사,-,1758581,-200000,8.71,-0.99
105840,WOOJIN INC,(주)우진,20260527000490,2026-05-27,조재성,registered,상무이사,-,5000,321,0.02,0
049800,"WOOJIN PLAIMM CO.,LTD",(주)우진플라임,20241115000290,2024-11-15,임동규,registered,부사장,-,184000,24000,0.92,0.12
049800,"WOOJIN PLAIMM CO.,LTD",(주)우진플라임,20260209000724,2026-02-10,임동규,registered,부사장,-,230000,46000,1.15,0.23
049800,"WOOJIN PLAIMM CO.,LTD",(주)우진플라임,20260209000729,2026-02-10,김익환,registered,대표이사,10%이상주주,4852286,-198000,24.26,-0.99
049800,"WOOJIN PLAIMM CO.,LTD",(주)우진플라임,20260316000526,2026-03-16,김익환,registered,대표이사,10%이상주주,4450286,-402000,22.25,-2.01
049800,"WOOJIN PLAIMM CO.,LTD",(주)우진플라임,20260731000232,2026-07-31,임동규,registered,부사장,-,244927,14927,1.22,0.07
049800,"WOOJIN PLAIMM CO.,LTD",(주)우진플라임,20260818000166,2026-08-18,임동규,registered,부사장,-,133827,-111100,0.67,-0.55
049800,"WOOJIN PLAIMM CO.,LTD",(주)우진플라임,20260827000617,2026-08-27,임동규,registered,부사장,-,145000,11173,0.72,0.05
900310,"Coloray International Investment Co., Limited",컬러레이홀딩스,20250123000192,2025-01-23,Zhuo Zhongbiao,registered,대표이사,10%이상주주,24678035,1500000,38.53,2.34
900310,"Coloray International Investment Co., Limited",컬러레이홀딩스,20250211000778,2025-02-11,Zhuo Zhongbiao,registered,대표이사,10%이상주주,26178035,1500000,40.87,2.34
900310,"Coloray International Investment Co., Limited",컬러레이홀딩스,20250324000857,2025-03-24,Zhuo Zhongbiao,registered,대표이사,10%이상주주,27678035,1500000,43.21,2.34
900310,"Coloray International Investment Co., Limited",컬러레이홀딩스,20250416000361,2025-04-16,Zhuo Zhongbiao,registered,대표이사,10%이상주주,29178035,1500000,45.56,2.35
900310,"Coloray International Investment Co., Limited",컬러레이홀딩스,20260702000475,2026-07-02,Zhuo Zhongbiao,registered,대표이사,10%이상주주,5835607,-23342428,45.56,0
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20241120000356,2024-11-20,임국강,registered,사내이사,사실상지배주주,3900000,-35100000,7.99,-2.06
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20250418000449,2025-04-18,임국강,registered,사내이사,사실상지배주주,8900000,5000000,9.27,1.28
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251103000281,2025-11-03,GAN XIAOCHUN,,-,10%이상주주,17300000,-1411001,8.83,-1.27
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20251103000297,2025-11-03,임국강,registered,사내이사,사실상지배주주,20000000,11100000,10.2,0.93
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20260306000793,2026-03-06,임국강,registered,사내이사,사실상지배주주,20939736,939736,8.34,-1.86
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱스홀딩스컴퍼니리미티드,20260310002754,2026-03-10,임국강,registered,사내이사,사실상지배주주,21090000,150264,8.4,0.06
053060,SAE DONG CO. LTD,(주)세동,20241028000210,2024-10-28,윤 정 상,registered,대표이사(사내이사),사실상지배주주,3247888,172839,18.39,0.98
053060,SAE DONG CO. LTD,(주)세동,20250403000423,2025-04-03,윤병선,registered,부사장,-,10000,10000,0.06,0.06
053060,SAE DONG CO. LTD,(주)세동,20260618000054,2026-06-18,윤병선,registered,부사장,-,15000,5000,0.08,0.02
053060,SAE DONG CO. LTD,(주)세동,20260701000309,2026-07-01,윤 정 상,registered,대표이사,사실상지배주주,3300188,52300,18.69,0.3
053060,SAE DONG CO. LTD,(주)세동,20260701000319,2026-07-01,박영애,registered,부회장,사실상지배주주,1393059,79300,7.89,0.45
053060,SAE DONG CO. LTD,(주)세동,20260706000056,2026-07-06,윤 정 상,registered,대표이사,사실상지배주주,3362488,62300,19.04,0.35
053060,SAE DONG CO. LTD,(주)세동,20260706000060,2026-07-06,박영애,registered,부회장,사실상지배주주,1498059,105000,8.48,0.59
053060,SAE DONG CO. LTD,(주)세동,20260710000165,2026-07-10,윤 정 상,registered,대표이사,사실상지배주주,3418388,55900,19.36,0.32
053060,SAE DONG CO. LTD,(주)세동,20260710000173,2026-07-10,박영애,registered,부회장,사실상지배주주,1594459,96400,9.03,0.55
053060,SAE DONG CO. LTD,(주)세동,20260714000133,2026-07-14,윤 정 상,registered,대표이사,사실상지배주주,3458555,40167,19.59,0.23
053060,SAE DONG CO. LTD,(주)세동,20260714000134,2026-07-14,박영애,registered,부회장,사실상지배주주,1663871,69412,9.42,0.39
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20250717000226,2025-07-17,김승문,unregistered,상무이사,-,2738,2738,0.01,0.01
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20251002000034,2025-10-02,김승문,unregistered,상무이사,-,0,-2738,0,-0.01
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20251021000186,2025-10-21,안정규,,-,사실상지배주주,1000000,-1350000,3.77,-4.45
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260529000071,2026-05-29,김경조,,-,사실상지배주주,229681,229681,0.86,0.86
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260624000246,2026-06-24,김경조,,-,사실상지배주주,109246,-120435,0.41,-0.45
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260708000012,2026-07-08,김경조,,-,사실상지배주주,104426,-4820,0.39,-0.02
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260713000207,2026-07-13,김경조,,-,사실상지배주주,5084,-99342,0.02,-0.37
014620,"SUNG KWANG BEND CO., LTD.",(주)성광벤드,20260720000021,2026-07-20,김경조,,-,사실상지배주주,0,-5084,0,-0.02
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20251223000861,2025-12-23,임도수,registered,회장,사실상지배주주,0,-3075778,0,-6.71
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20251223000886,2025-12-24,임재황,registered,대표이사 사장,사실상지배주주,5970856,3075778,12.15,5.84
006910,"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍(주),20260403002316,2026-04-03,임재황,registered,대표이사 사장,사실상지배주주,5170856,-800000,10.52,-1.63
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251126000560,2025-11-26,장홍선,registered,대표이사(회장),-,0,-7540487,0,-21.62
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251216000152,2025-12-16,승병선,registered,부사장,-,6309,6309,0.02,0.02
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251216000161,2025-12-16,최병호,registered,전무이사,-,5686,5686,0.02,0.02
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251216000183,2025-12-16,김진홍,unregistered,이사,-,4317,4317,0.01,0.01
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251216000164,2025-12-16,박성진,unregistered,상무,-,5396,5396,0.02,0.02
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251216000172,2025-12-16,엄정남,unregistered,상무,-,5396,5396,0.02,0.02
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251216000175,2025-12-16,최태석,unregistered,상무,-,5396,5396,0.02,0.02
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251216000109,2025-12-16,장선우,registered,대표이사,-,3121716,10986,8.95,0.03
014530,"KUKDONG OIL & CHEMICALS CO.,LTD",극동유화(주),20251216000162,2025-12-16,김상돈,unregistered,상무,-,5396,5396,0.02,0.02
053450,"SEKONIX CO., LTD.",(주)세코닉스,20250106000094,2025-01-06,홍충현,unregistered,GM,-,23020,23020,0.16,0.16
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20241230000417,2024-12-30,정진경,registered,사외이사,-,1625,1625,0.01,0.01
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20251230000755,2025-12-30,박현섭,registered,부사장,-,42945,15000,0.2,0.03
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20251230000796,2025-12-30,심영보,registered,본부장,-,45141,30000,0.21,0.12
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20260128000512,2026-01-28,박현섭,registered,부사장,-,27945,-15000,0.13,-0.07
117730,"T-Robotics co., Ltd.",(주)티로보틱스,20260417000297,2026-04-17,안승욱,registered,대표이사,사실상지배주주,4060863,374129,18,-4.38
299030,"HANA TECHNOLOGY CO.,LTD.",(주)하나기술,20250530000087,2025-05-30,오태봉,registered,대표이사,사실상지배주주,2272638,12800,28.43,-1.81
299030,"HANA TECHNOLOGY CO.,LTD.",(주)하나기술,20250613000372,2025-06-13,송윤재,unregistered,상무,-,4000,-1000,0.05,-0.02
299030,"HANA TECHNOLOGY CO.,LTD.",(주)하나기술,20250919000508,2025-09-19,송윤재,unregistered,상무,-,3000,-1000,0.04,-0.01
002620,JEIL PHARMA HOLDINGS INC.,제일파마홀딩스(주),20260623000271,2026-06-23,한상철,registered,대표이사,10%이상주주,1619302,70000,10.14,0.44
002620,JEIL PHARMA HOLDINGS INC.,제일파마홀딩스(주),20260623000299,2026-06-23,한승수,unregistered,회장,10%이상주주,9161968,-70000,57.36,-0.44
002620,JEIL PHARMA HOLDINGS INC.,제일파마홀딩스(주),20260715000429,2026-07-15,한승수,unregistered,회장,10%이상주주,9081968,-80000,56.86,-0.5
002620,JEIL PHARMA HOLDINGS INC.,제일파마홀딩스(주),20260715000453,2026-07-15,한상철,registered,대표이사,10%이상주주,1699302,80000,10.64,0.5
004700,"CHOKWANG LEATHER CO.,LTD",조광피혁(주),20241230000560,2024-12-30,이연석,registered,대표이사,10%이상주주,1020159,24000,15.34,0.36
084730,ThinkwareSystemsCorporation,팅크웨어(주),20240909000086,2024-09-09,한진웅,registered,전무이사,-,4506,4506,0.04,0.04
084730,ThinkwareSystemsCorporation,팅크웨어(주),20260406002591,2026-04-06,한진웅,registered,전무이사,-,4816,310,0.04,0
084730,ThinkwareSystemsCorporation,팅크웨어(주),20260406002689,2026-04-06,이준표,registered,전무이사,-,310,310,0,0
084730,ThinkwareSystemsCorporation,팅크웨어(주),20260422000083,2026-04-22,아르게스그로쓰캐피탈제1호사모투자,,-,10%이상주주,1623560,42960,12.79,0.33
084730,ThinkwareSystemsCorporation,팅크웨어(주),20260423000566,2026-04-23,한진웅,registered,전무이사,-,4938,122,0.04,0
084730,ThinkwareSystemsCorporation,팅크웨어(주),20260423000627,2026-04-23,유비벨록스,,-,10%이상주주,4525534,119749,35.66,0.94
084730,ThinkwareSystemsCorporation,팅크웨어(주),20260423000611,2026-04-23,이흥복,registered,대표이사,-,131230,3472,1.03,-0.28
084730,ThinkwareSystemsCorporation,팅크웨어(주),20260617000307,2026-06-17,아르게스그로쓰캐피탈제1호사모투자,,-,10%이상주주,42960,-1580600,0.34,-12.45
084730,ThinkwareSystemsCorporation,팅크웨어(주),20260716000116,2026-07-16,유비벨록스,,-,10%이상주주,4565685,40151,41.1,5.44
084730,ThinkwareSystemsCorporation,팅크웨어(주),20260723000076,2026-07-23,유비벨록스,,-,10%이상주주,4603004,37319,41.43,0.33
281740,"Lake Materials Co., Ltd.",(주)레이크머티리얼즈,20260512000692,2026-05-12,조인수,registered,감사,-,3000,3000,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20241010000559,2024-10-10,오인재,registered,전무이사,-,27200,-12900,0.25,-0.12
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20241121000072,2024-11-21,강승구,unregistered,부사장,-,1540,300,0.01,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20241121000133,2024-11-21,최동현,unregistered,이사,-,767,100,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20241121000131,2024-11-21,정장수,unregistered,전무이사,-,11677,80,0.11,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20241121000123,2024-11-21,손지혜,unregistered,상무이사,-,4679,242,0.04,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20241121000099,2024-11-21,변현철,unregistered,이사,-,577,92,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20241121000096,2024-11-21,변도준,unregistered,상무이사,-,356,300,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20241121000093,2024-11-21,박정우,unregistered,전무이사,-,8595,100,0.08,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20241121000090,2024-11-21,박세훈,registered,전무이사,-,26201,400,0.24,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20241121000085,2024-11-21,김찬,unregistered,전무이사,-,15046,800,0.14,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20241121000078,2024-11-21,김기대,unregistered,이사,-,3105,2019,0.03,0.02
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250708000293,2025-07-08,정장수,unregistered,전무이사,-,11877,200,0.11,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250708000287,2025-07-08,오인재,registered,전무이사,-,28200,1000,0.26,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250708000280,2025-07-08,손지혜,unregistered,상무이사,-,5279,600,0.04,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250708000274,2025-07-08,변현철,unregistered,이사,-,777,200,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250708000306,2025-07-08,최동현,unregistered,이사,-,967,200,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250708000265,2025-07-08,박정우,unregistered,전무이사,-,8795,200,0.08,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250708000263,2025-07-08,박세훈,registered,전무이사,-,27201,1000,0.25,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250708000255,2025-07-08,김찬,unregistered,전무이사,-,17046,2000,0.16,0.02
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250708000249,2025-07-08,강승구,unregistered,부사장,-,2140,600,0.01,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250708000270,2025-07-08,변도준,unregistered,상무이사,-,1250,1194,0.01,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250730000216,2025-07-30,강승구,unregistered,부사장,-,2290,150,0.02,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20250730000219,2025-07-30,오인재,registered,전무이사,-,28600,400,0.26,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260114000185,2026-01-14,양순배,unregistered,이사,-,60,60,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260114000191,2026-01-14,이원일,unregistered,이사,-,90,90,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260114000200,2026-01-14,조인희,unregistered,이사,-,90,90,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260123000433,2026-01-23,최동현,unregistered,이사,-,267,-700,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260206001490,2026-02-06,손지혜,unregistered,전무이사,-,5779,500,0.05,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260206001580,2026-02-06,이원일,unregistered,이사,-,756,666,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260227008255,2026-02-27,박정우,unregistered,전무이사,-,3500,-5295,0.03,-0.05
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260401003941,2026-04-01,김찬,unregistered,전무이사,-,18380,1334,0.17,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260409002260,2026-04-09,황재하,unregistered,부사장,-,5074,500,0.05,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260409002339,2026-04-09,변도준,unregistered,전무이사,-,1650,400,0.01,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260515001618,2026-05-15,황병탁,unregistered,상무,-,200,200,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260709000393,2026-07-09,김찬,unregistered,전무이사,-,21380,3000,0.19,0.02
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260709000402,2026-07-09,박정우,unregistered,전무이사,-,3800,300,0.03,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260709000407,2026-07-09,변도준,unregistered,전무이사,-,4000,2350,0.03,0.02
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260709000410,2026-07-09,변현철,unregistered,이사,-,1077,300,0.01,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260709000415,2026-07-09,손지혜,unregistered,전무이사,-,6679,900,0.06,0.01
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260709000477,2026-07-09,최동현,unregistered,이사,-,567,300,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260709000455,2026-07-09,오인재,registered,전무이사,-,30100,1500,0.28,0.02
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260709000464,2026-07-09,이원일,unregistered,이사,-,846,90,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260709000466,2026-07-09,정장수,unregistered,전무이사,-,12177,300,0.11,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260709000472,2026-07-09,조인희,unregistered,이사,-,180,90,0,0
189300,INTELLIAN TECHNOLOGIES Inc.,(주)인텔리안테크놀로지스,20260709000447,2026-07-09,양진우,unregistered,이사,-,226,226,0,0
214260,"Raphas Co., Ltd.",(주)라파스,20241007000165,2024-10-07,선보경,unregistered,브랜드사업부 본부장,-,3000,3000,0.03,0.03
214260,"Raphas Co., Ltd.",(주)라파스,20241220000471,2024-12-20,정도현,registered,대표이사,사실상지배주주,1754640,-74600,19.67,-1.43
214260,"Raphas Co., Ltd.",(주)라파스,20250124000659,2025-01-24,정도현,registered,대표이사,사실상지배주주,1657380,-97260,18.58,-1.09
214260,"Raphas Co., Ltd.",(주)라파스,20250609000046,2025-06-09,도영훈,unregistered,CFO,-,0,-500,0,-0.01
214260,"Raphas Co., Ltd.",(주)라파스,20260512000158,2026-05-12,정도현,registered,대표이사,사실상지배주주,1667410,10030,18.69,0.11
214260,"Raphas Co., Ltd.",(주)라파스,20260602000266,2026-06-02,하기완,unregistered,의약품사업본부장,-,1136,1136,0.01,0.01
332370,"IDP Corp., Ltd.",아이디피(주),20241105000091,2024-11-05,노현철,registered,대표이사,-,520000,-80000,3.92,-0.6
332370,"IDP Corp., Ltd.",아이디피(주),20241118000131,2024-11-18,아이디스홀딩스,,-,사실상지배주주,6027634,27634,45.41,0.21
332370,"IDP Corp., Ltd.",아이디피(주),20241126000070,2024-11-26,아이디스홀딩스,,-,사실상지배주주,6054121,26487,45.61,0.2
332370,"IDP Corp., Ltd.",아이디피(주),20241204000118,2024-12-04,아이디스홀딩스,,-,사실상지배주주,6058930,4809,45.65,0.04
332370,"IDP Corp., Ltd.",아이디피(주),20241212000083,2024-12-12,아이디스홀딩스,,-,사실상지배주주,6130000,71070,46.18,0.53
332370,"IDP Corp., Ltd.",아이디피(주),20251215000271,2025-12-15,노현철,registered,대표이사,-,260000,-260000,1.96,-1.96
332370,"IDP Corp., Ltd.",아이디피(주),20260202000982,2026-02-02,아이디스홀딩스,,-,사실상지배주주,6134112,4112,46.21,0.03
332370,"IDP Corp., Ltd.",아이디피(주),20260203000301,2026-02-03,김창범,unregistered,부사장,-,150000,150000,1.13,1.13
332370,"IDP Corp., Ltd.",아이디피(주),20260210000645,2026-02-10,아이디스홀딩스,,-,사실상지배주주,6146376,12264,46.3,0.09
332370,"IDP Corp., Ltd.",아이디피(주),20260311003240,2026-03-11,아이디스홀딩스,,-,사실상지배주주,6204042,57666,46.74,0.44
332370,"IDP Corp., Ltd.",아이디피(주),20260318000240,2026-03-18,아이디스홀딩스,,-,사실상지배주주,6216395,12353,46.83,0.09
332370,"IDP Corp., Ltd.",아이디피(주),20260325000388,2026-03-25,아이디스홀딩스,,-,사실상지배주주,6223704,7309,46.89,0.06
332370,"IDP Corp., Ltd.",아이디피(주),20260409000918,2026-04-09,아이디스홀딩스,,-,사실상지배주주,6260905,37201,47.17,0.28
109820,GENEMATRIX INC.,(주)진매트릭스,20260702000141,2026-07-02,김수옥,registered,대표이사,-,1772491,3700,8.69,0.02
109820,GENEMATRIX INC.,(주)진매트릭스,20260702000156,2026-07-02,홍선표,registered,부사장,-,718261,687,3.52,0
109820,GENEMATRIX INC.,(주)진매트릭스,20260702000185,2026-07-02,김석준,registered,부사장,-,701940,3240,3.44,0.01
109820,GENEMATRIX INC.,(주)진매트릭스,20260709000147,2026-07-09,김석준,registered,부사장,-,707040,5100,3.47,0.03
109820,GENEMATRIX INC.,(주)진매트릭스,20260710000039,2026-07-10,김수옥,registered,대표이사,-,1777061,4570,8.71,0.02
109820,GENEMATRIX INC.,(주)진매트릭스,20260720000052,2026-07-20,홍선표,registered,부사장,-,719727,1466,3.53,0.01
109820,GENEMATRIX INC.,(주)진매트릭스,20260723000125,2026-07-23,김수옥,registered,대표이사,-,1777335,274,8.71,0
290740,"ACTRO CO.,Ltd",(주)액트로,20250102000108,2025-01-02,하동길,registered,대표이사,사실상지배주주,904400,10000,8.99,0.06
290740,"ACTRO CO.,Ltd",(주)액트로,20250530002155,2025-05-30,하동길,registered,대표이사,사실상지배주주,914400,10000,9.08,0.09
290740,"ACTRO CO.,Ltd",(주)액트로,20250822000324,2025-08-22,하동길,registered,대표이사,사실상지배주주,919400,5000,9.13,0.05
290740,"ACTRO CO.,Ltd",(주)액트로,20250910000458,2025-09-10,하동길,registered,대표이사,사실상지배주주,924400,5000,9.18,0.05
290740,"ACTRO CO.,Ltd",(주)액트로,20260130000354,2026-01-30,안상원,unregistered,전무,-,0,-1814,0,-0.02
290740,"ACTRO CO.,Ltd",(주)액트로,20260515000504,2026-05-15,이병준,unregistered,사장,-,5000,5000,0.05,0.05
083930,"AVACOCO.,LTD.",(주)아바코,20260320001192,2026-03-20,한경준,unregistered,전무,-,8917,8917,0.01,0.01
083930,"AVACOCO.,LTD.",(주)아바코,20260827000800,2026-08-27,위지명,registered,회장,10%이상주주,1515463,733863,10.33,5.26
083930,"AVACOCO.,LTD.",(주)아바코,20260827000777,2026-08-27,위재곤,unregistered,고문,10%이상주주,1288492,-1467726,8.78,-8.45
066310,"Q.S.ICo.,Ltd.",(주)큐에스아이,20250328000078,2025-03-28,이상헌,registered,이사,-,10000,10000,0.11,0.11
335810,Precision Biosensor Inc.,프리시젼바이오(주),20241007000094,2024-10-07,아이센스,,-,10%이상주주,544187,-2731443,4.69,-23.51
335810,Precision Biosensor Inc.,프리시젼바이오(주),20241010000581,2024-10-10,광동제약,,-,사실상지배주주,3449732,3449732,29.7,29.7
335810,Precision Biosensor Inc.,프리시젼바이오(주),20250731000478,2025-07-31,광동제약,,-,사실상지배주주,3484732,35000,30,0.3
335810,Precision Biosensor Inc.,프리시젼바이오(주),20251106000380,2025-11-06,광동제약,,-,사실상지배주주,9828016,6343284,54.73,24.73
335810,Precision Biosensor Inc.,프리시젼바이오(주),20260206001853,2026-02-06,황규연,unregistered,상무,-,380976,380976,1.74,1.74
335810,Precision Biosensor Inc.,프리시젼바이오(주),20260209000672,2026-02-09,광동제약,,-,사실상지배주주,11025285,1197269,50.23,-4.5
335810,Precision Biosensor Inc.,프리시젼바이오(주),20260210000694,2026-02-10,민준홍,unregistered,전무,-,978019,978019,4.46,4.46
060850,"YoungLimWon SoftLab. Co., Ltd.",(주)영림원소프트랩,20250206000168,2025-02-06,임승환,unregistered,상무보,-,31280,189,0.385,0.003
060850,"YoungLimWon SoftLab. Co., Ltd.",(주)영림원소프트랩,20250512000748,2025-05-12,임승환,unregistered,상무보,-,31638,358,0.389,0.004
060850,"YoungLimWon SoftLab. Co., Ltd.",(주)영림원소프트랩,20250530000557,2025-05-30,임승환,unregistered,상무보,-,32641,1003,0.401,0.012
060850,"YoungLimWon SoftLab. Co., Ltd.",(주)영림원소프트랩,20250701000148,2025-07-01,임승환,unregistered,상무보,-,33127,486,0.407,0.006
