wikidata_q,name,born,kind,is_group,schools,school_count,wikipedia_editions,label_has_hangul
Q16190256,Jin Miryung,1958-04-05,music,no,,0,2,no
Q16261127,T'ae-ho Kwŏn,1903-09-16,music,no,,0,1,no
Q16261546,Park Jeong-ja,1942-03-12,acting,no,Ewha Womans University,1,4,no
Q16262603,조미미,1947-01-17,music,no,,0,1,yes
Q16630794,Kim Yeong-bae,1958-06-28,both,no,Iri High School,1,1,no
Q16726444,Bae Yeon-jeong,1952-06-01,music,no,Dongduk Girls' High School,1,1,no
Q16745730,Baek Young-kyu,1952-05-22,music,no,Hankuk University of Foreign Studies,1,1,no
Q17278278,Shin Woun-kyun,1955-04-15,both,no,Dongguk University,1,1,no
Q17278293,Won Seok-yeon,1956-02-26,acting,no,Yongmoon High School,1,2,no
Q17304800,김미성,1946-08-10,music,no,,0,1,yes
Q16082840,Bae Cheol-soo,1953-08-18,music,no,Korea Aerospace University | Kyunghee High School | Kyunghee Middle School,3,5,no
Q16082950,Baek Joon-ki,1952-12-03,acting,no,Dongguk University,1,1,no
Q16083015,Byeon Sin-ho,1950-11-02,acting,no,Chung-Ang University,1,1,no
Q16083336,서영진,1958-04-15,acting,no,Chung-Ang University,1,1,yes
Q16083351,Seo Woo-rim,1942-07-23,acting,no,Seorabeol Art College,1,2,no
Q16083678,Son Sook,1944-05-13,acting,no,Korea University,1,5,no
Q16083699,Son Yeong-soon,1942-05-01,acting,no,Seorabeol Art College,1,1,no
Q16084406,Shin Hyung-won,1958-02-15,music,no,Dankook University,1,2,no
Q12605876,Ahn Hae-sook,1957-06-29,acting,no,,0,1,no
Q12606329,Yang Young-joon,1940-12-20,acting,no,Chung-Ang University,1,1,no
Q12606436,Yang Taek-jo,1939-03-23,acting,no,Yongsan High School,1,1,no
Q12606476,양형호,1947-02-11,acting,no,,0,1,yes
Q12606494,Yang Hee-eun,1952-08-13,music,no,Sogang University,1,7,no
Q12606638,Eom Yong-soo,1953-08-08,music,no,Hongik University,1,1,no
Q16090860,Lee Moon-sae,1959-01-17,music,no,Myongji University,1,10,no
Q16090998,Lee Seung-ho,1947-03-10,acting,no,Joongdong High School,1,1,no
Q16091025,Lee Yong,1957-04-25,music,no,Whimoon High School,1,1,no
Q16091539,Jeon Young-rok,1954-03-26,both,no,Youngnak High School | Seoul Dongsin Elementary School | Hanyang Middle School,3,1,no
Q16091536,Jeon Seong-ae,1956-03-29,acting,no,Catholic University of Korea,1,1,no
Q16091625,Chung Sang-chul,1948-09-15,acting,no,Dongguk University,1,2,no
Q16091665,Jung Seung-ho,1956-12-27,acting,no,Hanyang Technical High School,1,1,no
Q10855903,Kim Chang-wan,1954-02-22,both,yes,Seoul National University,1,13,no
Q10855982,Na-mi,1958-10-01,music,no,,0,5,no
Q11243468,Park Cho-wol,1917-02-20,music,no,Ayoung Elementary School,1,2,no
Q11250775,Seol Woon-do,1958-06-23,music,no,Dong-A University,1,3,no
Q11264948,Yun Mi-ra,1951-12-18,acting,no,Gwangju Girls' High School,1,11,no
Q11266791,Lee Chang-hwan,1952-01-25,acting,no,Chung-Ang University,1,3,no
Q18648599,Han Eun-jin,1918-09-06,acting,no,Seoul Yongsan Elementry School,1,2,no
Q18648624,Heo Jin,1949-08-28,acting,no,Seorabeol Art College,1,1,no
Q18648651,Hong Se-mi,1947-10-19,acting,no,,0,1,no
Q18815648,Woo Yeon-jeong,1949-04-17,acting,no,,0,1,no
Q18815682,이수영,1951-12-14,music,no,,0,1,yes
Q18815692,Lee Taek-lim,1956-06-05,both,no,Dong-A University,1,1,no
Q18815703,Lim Changje,1951-12-26,music,no,,0,1,no
Q18815726,Jeong So-nyeo,1954-01-21,acting,no,Chung-Ang University,1,1,no
Q18880781,Du-Yee Chang,1952-01-09,acting,no,,0,1,no
Q18977841,Elton Chong,1956-02-19,acting,no,,0,3,no
Q12612447,Lee Jang-hui,1947-10-03,music,no,Seoul High School,1,1,no
Q12612567,Lee Jung-sub,1946-06-10,acting,no,Hanyang University,1,1,no
Q12612727,이주호 (가수),1956-08-17,music,no,Myongji College,1,1,yes
Q12612818,Lee Jin-soo,1938-01-25,acting,no,Whimoon High School,1,2,no
Q12612949,이치현,1955-09-27,music,no,Chung-Ang University | Sorabol High School,2,2,yes
Q12613069,Yi Hae-gyeong,1930-05-04,music,no,,0,2,no
Q12613117,이현 (1950년),1950-09-07,music,no,Hanyang University,1,1,yes
Q12613198,이호연 (국악인),1956-11-01,music,no,,0,1,yes
Q12613202,Lee Ho-jae,1941-05-02,acting,no,Whimoon High School,1,4,no
Q18999044,나애심,1930-09-05,both,no,,0,1,yes
Q18999095,남일해,1938-11-01,music,no,Daegun High School | Daegun Middle School,2,1,yes
Q18999887,명국환,1933-01-09,music,no,,0,1,yes
Q18999980,박경원,1931-04-03,music,no,,0,1,yes
Q19000054,백순진,1949-10-09,music,no,Chung-Ang University | Whimoon High School | Seoul Namsam Elementary School,3,1,yes
Q19161936,Lee Do-kyeong,1953-06-01,acting,no,Gyeongju High School,1,1,no
Q19161942,이미배,1951-01-20,music,no,Ewha Womans University,1,1,yes
Q19161987,Im Hui-suk,1950-06-29,music,no,Hanyang University,1,1,no
Q19349663,Sang-Jeon Woo,1950-09-15,acting,no,Chung-Ang University,1,1,no
Q16181909,Yun Woon Kyung,1953-08-09,acting,no,,0,1,no
Q12587051,Kim Gi-seob,1952-06-25,acting,no,,0,1,no
Q12587214,Kim Dong-su,1947-03-27,acting,no,,0,1,no
Q16080834,Nam Kyung-eup,1958-03-12,acting,no,Seoul Institute of the Arts | Dongguk University | Dankook University,3,3,no
Q6784363,Park Won-sook,1949-01-19,acting,no,Chung-Ang University,1,14,no
Q6794220,Jeong Uk,1938-05-05,acting,no,Seorabeol Art College,1,2,no
Q6797527,Seong Byeong-sook,1955-01-20,acting,no,Korea University,1,3,no
Q6824264,Kang Bu-ja,1941-02-08,acting,no,Seoul National University | Chungnam National University,2,12,no
Q6907481,Moon Hee,1947-07-16,acting,no,Seorabeol Art College,1,8,no
Q17313709,Kim Tong-su,1947-03-27,acting,no,Daekyeung University,1,1,no
Q17314418,O Jun-yeong,1955-07-13,music,no,Myongji University,1,1,no
Q17318632,Eagle Han-ying,1938-05-28,acting,no,,0,2,no
Q17345950,김윤호,1958-06-05,music,yes,,0,1,yes
Q17346082,백일희,1930-05-20,music,no,,0,1,yes
Q17346168,Shin Byung-ha,1947-05-15,music,no,,0,1,no
Q17346803,유지연,1951-11-08,music,no,,0,1,yes
Q17346814,이수미,1952-01-25,music,no,,0,1,yes
Q17401417,Lee Jong-Man,1937-07-13,acting,no,,0,1,no
Q17401422,Jang Mi-ja,1941-02-03,acting,no,Sudo Girls' High School,1,3,no
Q17401456,Chae Ryong,1951-01-15,acting,no,Sudo Girls' High School,1,1,no
Q17504166,Jeong Ae-ri,1952-07-22,music,no,,0,1,no
Q17564523,Bong Hye-seon,1948-02-03,acting,no,Hongik University,1,1,no
Q623655,Patti Kim,1938-02-28,both,no,Jungang Girls' High School,1,7,no
Q623877,Park In-hwan,1945-01-06,acting,no,Chung-Ang University,1,11,no
Q623916,Kim Mi-suk,1959-03-26,acting,no,Korea National Open University,1,9,no
Q717819,Keiko Matsuzaka,1952-07-20,both,no,,0,10,no
Q906332,Yoichi Sai,1949-07-06,acting,no,,0,9,no
Q27952580,Myung Hee,1950-03-23,acting,no,Sookmyung Women's University,1,1,no
Q27952584,Park Ji-young,1949-08-26,acting,no,Chung-Ang University,1,1,no
Q27952585,Na O-mi,1951-05-29,acting,no,,0,3,no
Q27952635,Han Gyeong-ae,1954-04-19,both,no,,0,1,no
Q27953502,이민자,1959-01-08,music,no,Inhwa Girls' High School,1,1,yes
Q27953787,Kim Yong-sun,1957-08-28,acting,no,,0,1,no
Q27953972,Lim Seon-taek,1954-02-18,both,no,Seoul Institute of the Arts,1,2,no
Q28700327,정현,1959-01-08,music,no,,0,1,yes
Q28700799,Gim Serena,1947-10-07,music,no,Seorabeol Art College,1,1,no
Q29881198,Kim Jung-sook,1954-11-15,music,no,Kyung Hee University | Sookmyung Girls' High School | Sookmyung Girls' Middle School,3,19,no
Q30606742,김명곤,1952-10-24,music,no,,0,1,yes
Q31175676,김종수,1955-05-26,music,no,Mokpo Yudal Elementary School,1,1,yes
Q31177741,신웅,1953-11-30,music,no,,0,1,yes
Q61096792,Kim Young-ae,1944-12-06,acting,no,University of Southern California,1,1,no
Q64684209,양현경,1958-03-15,music,no,,0,1,yes
Q79404626,장욱조,1943-05-26,music,no,Chongshin University,1,1,yes
Q79404627,안건마,1947-10-16,music,no,Chongshin University,1,1,yes
Q79404624,이세건,1957-02-14,music,no,Hanseong High School,1,1,yes
Q79904154,Shin Young-il,1958-01-05,acting,no,,0,1,no
Q79904342,임동신,1957-06-06,music,no,,0,1,yes
Q79926136,Min-seob Jeong,1940-03-03,music,no,,0,1,no
Q97203970,강희,1954-06-02,acting,no,,0,1,yes
Q97204372,Na Jeong-ok,1920-04-29,acting,no,,0,1,no
Q97207218,하대경,1950-10-29,acting,no,,0,1,yes
Q97207412,Hwang Jeong-ah,1948-01-15,acting,no,,0,1,no
Q97210922,Kim Chang-bong,1948-07-24,acting,no,,0,1,no
Q97220632,Won Mi-won,1944-10-11,acting,no,,0,1,no
Q97222536,김미화,1958-02-22,music,no,Hanyang Women's University,1,1,yes
Q97229295,김현준,1958-02-08,music,no,,0,1,yes
Q97338797,오재성,1955-03-16,acting,no,,0,1,yes
Q97339321,박건식,1948-06-15,acting,no,,0,1,yes
Q97419486,태민,1959-01-23,music,no,,0,1,yes
Q98832682,김린,1948-07-27,acting,no,,0,1,yes
Q105704896,권성희,1954-03-10,music,no,Dongduk Women's University,1,1,yes
Q12587853,Kim Su-yong,1929-09-23,acting,no,Seoul National University of Education,1,6,no
Q12587869,Kim Soo-hee,1953-03-13,both,no,,0,5,no
Q12588035,Kim Yeongse,1950-12-18,music,no,University of Illinois System,1,1,no
Q12588052,Kim Young-ok,1938-01-06,acting,no,Gyeseong High School,1,17,no
Q12588063,김영임 (국악인),1953-12-27,music,no,,0,1,yes
Q486079,Kim Ja-ok,1951-10-11,both,no,Hanyang University,1,17,no
Q486146,Kim Gap-su,1957-04-07,acting,no,,0,11,no
Q488429,Cho Yong-pil,1950-03-21,music,no,Kyungdong High School,1,14,no
Q12588172,Kim Yong-rim,1940-03-03,acting,no,Korea University,1,9,no
Q12588306,Kim Yoo-haeng,1946-08-21,music,no,,0,1,no
Q12588394,Kim Ik-tae,1956-03-15,acting,no,,0,1,no
Q12588401,Kim In-mun,1939-04-13,acting,no,,0,1,no
Q12588422,Kim In-tae,1936-02-12,acting,no,Seorabeol Art College,1,2,no
Q12588562,김정수,1949-12-01,music,no,,0,1,yes
Q12588596,김정호 (가수),1952-03-27,music,no,Seoul Kyodong Elementary School,1,1,yes
Q12617440,Joo Jin-mo,1958-02-26,acting,no,Korea University,1,7,no
Q12617441,Ju Jeung-ryu,1926-02-11,acting,no,,0,6,no
Q12617474,Joo Hyo-man,1946-11-03,acting,no,Chung-Ang University,1,1,no
Q12618552,Charlie Park,1956-03-16,both,no,,0,2,no
Q7138146,Park Yeong-gyu,1953-10-28,both,no,Seoul Institute of the Arts,1,9,no
Q7204098,Kim Young-ran,1956-08-19,acting,no,Konkuk University,1,9,no
Q7218083,Shin Shin-ae,1959-04-22,both,no,Korea University,1,4,no
Q7337003,Hyuncheul,1945-06-17,music,no,Dong-A University,1,4,no
Q6409023,Kim Gi-hyeon,1945-05-15,acting,no,Chung-Ang University,1,4,no
Q6409173,Kim Min-ki,1951-03-31,music,no,Seoul National University,1,7,no
Q6409364,Kim Seung-ho,1917-07-13,both,no,Seoul Soosong Elementary School,1,4,no
Q6409396,Kim Soo-chul,1957-04-07,both,yes,Kwangwoon University,1,4,no
Q6409431,Kim So-hee,1917-12-01,music,no,,0,4,no
Q6409614,Kim Yeong-cheol,1953-02-25,acting,no,Janghoon High School,1,11,no
Q12610341,윤시내,1952-07-07,music,no,Seoul Arts High School,1,1,yes
Q12610355,Yoon Yeon-kyung,1949-04-13,acting,no,,0,1,no
Q12610403,Yun Il-bong,1934-03-01,acting,no,Korea University,1,2,no
Q12610406,Yoon Il-ju,1929-09-11,acting,no,,0,1,no
Q12610461,Yoon Jin-ho,1956-08-18,acting,no,,0,1,no
Q12610522,윤형주,1947-11-19,music,no,Kyunggi High School,1,1,yes
Q12610934,Lee Kye-in,1952-05-16,acting,no,Sorabol High School,1,5,no
Q12610976,이광조 (가수),1952-12-22,music,no,Hongik University,1,1,yes
Q12611074,이금희,1940-09-15,music,no,Gyeongnam Girls' High School,1,1,yes
Q6452755,Kyungsun Suh,1942-11-08,other,no,,0,2,no
Q6513100,Lee Bo-hee,1959-05-25,acting,no,,0,14,no
Q6513987,Lee Hwa-si,1951-07-22,acting,no,,0,5,no
Q6514640,Lee Nak-hoon,1936-03-27,acting,no,Seoul National University | Miami University,2,4,no
Q15712270,Oh Ji-myeong,1939-03-05,acting,no,Daegu Sangwon High School,1,1,no
Q15712397,Shin Yeong-il,1951-12-10,acting,no,Korea National Open University,1,1,no
Q15712441,Jeong Yun-hui,1954-06-04,acting,no,Hyehwa Girls' High School,1,5,no
Q15718496,Yun In-ja,1923-02-10,acting,no,Seoul Yongsan Elementry School,1,1,no
Q12619834,Choe Jeong-hun,1940-02-22,acting,no,Chung-Ang University,1,1,no
Q12619836,Choi Jong-ryul,1950-01-29,acting,no,,0,1,no
Q12619841,Choi Jong-won,1950-01-27,acting,no,Seoul Institute of the Arts,1,6,no
Q12619877,Choi Jin-hee,1957-01-03,music,no,Jeonju Youngsaeng High School,1,2,no
Q12619933,최헌,1948-03-12,music,no,Myongji University,1,1,yes
Q12619946,Hyungin Choi,1949-07-10,acting,no,New York University,1,1,no
Q12619973,Choi Hee-jun,1936-05-30,music,no,Kyungbock High School,1,2,no
Q12620971,Tae Min-yeong,1954-05-03,acting,no,,0,2,no
Q12604389,Sin Seong-ho,1955-08-20,acting,no,,0,1,no
Q12604624,Shin Chul-jin,1956-05-29,acting,no,,0,5,no
Q12604654,Kanaria Shin,1912-10-26,music,no,,0,1,no
Q12604652,Shin Chaong-shik,1942-04-20,acting,no,Kyeongbuk High School,1,1,no
Q12605655,An Byung-kyung,1947-11-14,acting,no,Chung-Ang University,1,1,no
Q12605726,Ahn Sook-sun,1949-09-05,both,no,,0,7,no
Q11269900,Jeong Kwang-Tae,1955-03-23,music,no,Myongji University,1,2,no
Q11269962,Jung Dong-hwan,1949-08-05,acting,no,Seoul Institute of the Arts,1,9,no
Q11270182,Jung Eiu-shin,1957-07-11,acting,no,Doshisha University,1,3,no
Q11284673,Hakuryu,1952-10-03,both,no,,0,5,no
Q11287828,Lee In-young,1929-07-28,music,no,Tokyo University of the Arts,1,1,no
Q11518718,Atsuki Kimura,1954-03-24,music,yes,Osaka Municipal Kogei High School,1,2,no
Q12582758,Kang Nam-gil,1958-08-27,acting,no,Hanyang University,1,6,no
Q12582879,Philip Kang,1948-04-10,music,no,,0,2,no
Q12582919,Kang Seok-u,1957-10-01,acting,no,Dongguk University,1,6,no
Q12583142,Kang Tae-gi,1950-07-09,acting,no,Sorabol High School,1,1,no
Q7497224,Shin Seong-il,1937-05-08,acting,no,Konkuk University | Kyeongbuk High School,2,6,no
Q7497236,Shin Young-kyun,1928-11-06,both,no,Seoul National University,1,6,no
Q7561047,Song Sin-do,1922-11-24,acting,no,,0,6,no
Q7562646,Oh Sook-ja,1941-05-26,other,no,,0,2,no
Q7671257,Yoon Su-Il,1955-02-06,music,no,Chung-Ang University,1,4,no
Q12606639,Eom Yoo-sin,1951-03-10,acting,no,Jeonju Girls' High School,1,4,no
Q12606642,Um Jeong-haeng,1943-02-12,music,no,Kyung Hee University,1,1,no
Q12607641,Ye Soo-jung,1955-03-25,acting,no,Korea University | Ludwig-Maximilians-Universität München,2,10,no
Q12617110,Cho Chun,1940-11-29,acting,no,Seorabeol Art College,1,1,no
Q12617143,Jo Hang Jo,1952-10-16,music,no,,0,2,no
Q16177286,Jung Jin,1941-11-22,acting,no,Dongsan High School,1,1,no
Q16177297,현숙,1959-05-17,music,no,Korea University,1,1,yes
Q16177642,방주연,1951-01-25,music,no,,0,1,yes
Q16177795,Jung Han-hun,1954-05-25,acting,no,Mugeuk Middle School | Mugeuk Elementary School,2,1,no
Q16177828,Song Kyung-chul,1950-11-05,acting,no,Anyang Arts High School,1,3,no
Q16177903,Haeeunlee,1954-09-15,music,no,Holston Girls' High School | Daejeon Seonhwa Elementary School,2,3,no
Q16177948,Jung Hye-sun,1942-02-21,acting,no,Sudo Girls' High School,1,11,no
Q16178188,Kim Yeong-gi,1956-07-14,acting,no,,0,1,no
Q16178382,강진,1955-03-03,music,no,,0,1,yes
Q16169735,장미화,1946-07-13,music,no,Sookmyung Women's University,1,1,yes
Q16170149,Jang Soon Gook,1952-11-04,acting,no,,0,1,no
Q16172268,Choi Min-geum,1958-08-14,acting,no,,0,1,no
Q16172634,Han Young-su,1959-05-27,acting,no,,0,1,no
Q16173276,Kim Gi-ju,1940-12-23,acting,no,,0,2,no
Q16173635,Yang Hun,1923-04-26,acting,no,,0,1,no
Q16173738,Choi Hyo-sang,1954-08-18,acting,no,,0,1,no
Q4848975,Bak Tae Ho,1947-05-19,acting,no,,0,2,no
Q4848976,Bak Yeong Hee,1959-11-27,acting,no,,0,3,no
Q4906845,Baek Il-seob,1944-06-10,acting,no,Myongji University,1,8,no
Q111744887,Lee Yong-yi,1958-07-30,acting,no,,0,4,no
Q112021102,장숙정,1958-06-29,music,no,,0,1,yes
Q112021343,김성호,1957-06-24,music,no,,0,1,yes
Q112021362,Gang Yu-jeong,1930-02-01,acting,no,,0,1,no
Q112021391,이형걸,1955-11-08,music,no,,0,1,yes
Q112022928,Baek Chan-Ki,1948-01-11,acting,no,,0,1,no
Q112023331,Go Jae-suk,1954-05-23,music,yes,,0,1,no
Q112023329,김경아,1954-07-14,music,no,,0,1,yes
Q112023748,이승재,1946-07-28,music,no,,0,1,yes
Q112027783,Go Jeong-suk,1954-05-23,music,yes,,0,1,no
Q113490085,하미혜,1954-02-26,acting,no,,0,1,yes
Q113490476,Nam Sang-gyu,1938-10-15,music,no,,0,1,no
Q115528236,곽경환,1936-06-22,acting,no,,0,1,yes
Q115528270,Yu Sun-cheol,1937-08-04,acting,no,,0,1,no
Q12584230,Ko Bok-soo,1911-12-29,music,no,,0,3,no
Q12585455,Ku Bong-seo,1926-11-05,acting,no,Seoul Kyodong Elementary School,1,2,no
Q12585550,구창모,1954-04-27,music,no,Hongik University,1,1,yes
Q12586077,Kwon Byeong-gil,1946-11-05,acting,no,,0,2,no
Q12586510,Geum Soo-hyun,1919-07-22,music,no,,0,1,no
Q12586838,Kil Yong-woo,1954-12-17,acting,no,Seoul Institute of the Arts,1,7,no
Q12587008,Kim Kook-hwan,1948-08-01,music,no,Kwangwoon University,1,1,no
Q7674712,Tae Hyun-sil,1941-12-28,acting,no,Dongguk University,1,3,no
Q7684215,Tao-liang Tan,1947-12-22,acting,no,National Taiwan University,1,5,no
Q7880974,Um Aing-ran,1936-03-20,acting,no,Sookmyung Women's University,1,6,no
Q8055192,Yoon Joo-sang,1949-06-25,acting,no,Seorabeol Art College,1,9,no
Q133826335,나현재,1952-02-23,music,no,,0,1,yes
Q133826460,Seo Pyeong-seok,1948-03-28,acting,no,,0,1,no
Q136416875,James Nam Seok-Hoon,1939-03-15,both,no,Chuncheon Middle School,1,1,no
Q139906778,Na Ha-Yeong,1949-10-19,acting,no,,0,0,no
Q139961826,김진선,1936-05-26,acting,no,,0,0,yes
Q140386357,Bang Hie,1954-07-15,acting,no,,0,0,no
Q19599257,Yoon Yang-ha,1940-05-01,acting,no,,0,1,no
Q19603773,Choi Eun-sook,1948-08-02,acting,no,Sookmyung Girls' High School,1,2,no
Q19657405,Lee Yeong-ran,1954-03-06,acting,no,,0,2,no
Q19794502,강은철,1953-11-10,music,no,,0,2,yes
Q19794933,이혜민,1959-01-15,music,no,Dongguk University,1,1,yes
Q19939860,Mun Yeong-mi,1945-05-16,music,no,Inhwa Girls' High School,1,1,no
Q19940800,Lee Bong-gyoo,1949-09-07,acting,no,,0,1,no
Q20444442,Monica Yoo,1938-01-24,music,no,Kyunggi Girls' High School,1,1,no
Q20444633,Jung Dong-nam,1950-11-07,acting,no,Yonsei University,1,1,no
Q20444965,여진,1958-01-01,music,no,Ewha Girls' High School,1,1,yes
Q16174033,Chu Song-woong,1941-09-04,acting,no,Chung-Ang University,1,4,no
Q16174097,Kim Dong-hun,1939-04-09,acting,no,,0,1,no
Q16175088,이계영,1953-02-22,acting,no,,0,1,yes
Q16175329,Park Eun-soo,1952-10-10,acting,no,Joongdong High School,1,2,no
Q16176070,Park Jin-seop,1952-03-21,music,no,Hongik University,1,1,no
Q16176145,이대헌,1956-08-16,music,no,,0,1,yes
Q16176669,Kim Young-in,1943-04-09,acting,no,,0,2,no
Q16176838,Hyun Kill-soo,1951-01-25,acting,no,,0,1,no
Q12597234,Park Chan-hwan,1957-07-18,acting,no,,0,3,no
Q12597273,박칠용,1950-10-28,acting,no,Korea National Open University,1,1,yes
Q12597425,Ban Ya-wol,1917-08-01,music,no,,0,2,no
Q12597667,Bae In-soon,1948-12-21,music,no,,0,1,no
Q12597670,Bae Jang-su,1957-07-14,acting,no,Hanyang University,1,1,no
Q12597672,배일호,1957-02-01,music,no,Kyongbuk Science College | Nonsan High School | Nonsan Middle School,3,1,yes
Q12597701,Bae Ho,1942-04-24,music,no,Seoul Changshin Elementary School,1,5,no
Q12597731,백난아,1923-05-16,music,no,,0,2,yes
Q12597739,Baeknyeonseol,1914-01-19,music,no,Seongju High School,1,3,no
Q12599728,Sa Mi-ja,1940-05-09,acting,no,Ewha Girls' High School | Ewha Girls' Middle School,2,2,no
Q12602887,Song Min-hyung,1954-03-02,acting,no,Dongguk University,1,2,no
Q12602952,Song Yeong-chang,1958-04-02,acting,no,Chung-Ang University,1,6,no
Q12602983,Song Jae-ho,1937-03-10,acting,no,Dong-A University,1,9,no
Q12603050,Song Hae,1927-04-27,music,no,,0,6,no
Q12603067,Song Hong-sub,1954-10-25,music,no,Paichai High School,1,1,no
Q12604111,Shin Goo,1936-08-13,acting,no,Sungkyunkwan University | Seoul Institute of the Arts,2,9,no
Q16182374,이용식,1952-04-01,music,no,Dongyang Mirae University,1,1,yes
Q16182630,Lee Hae-ryong,1937-08-16,acting,no,,0,1,no
Q16182783,임지훈,1959-06-21,music,no,,0,1,yes
Q16183125,Jin Do-hee,1949-12-18,acting,no,,0,1,no
Q16183552,Oh Hyun-myung,1924-10-10,music,no,,0,1,no
Q16183695,Hwang Hae,1920-03-06,both,no,Gyeonggi Commercial High school,1,1,no
Q16187395,Nam Yoon-jung,1954-05-04,acting,no,Attached Girls' High School to the College of Education Sangmyung University,1,1,no
Q16187401,남인수,1918-10-18,music,no,,0,2,yes
Q105704908,권윤경,1959-02-19,music,no,,0,1,yes
Q105705561,박종관,1946-02-15,acting,no,,0,1,yes
Q117133678,Kwon Mi-hye,1942-12-14,acting,no,,0,1,no
Q117133798,류재필,1957-03-28,acting,no,,0,1,yes
Q117133867,신양균,1956-09-18,acting,no,,0,1,yes
Q117433186,안옥희,1953-12-15,acting,no,,0,1,yes
Q119433017,Kwak Jeong-Hee,1953-05-25,acting,no,,0,1,no
Q119433055,김봉환,1953-05-25,both,no,,0,1,yes
Q123157080,Ha Yeon-nam,1927-06-19,acting,no,,0,1,no
Q124039215,남광희,1957-11-23,music,no,,0,1,yes
Q124481537,Pyun Jung-hui,1915-10-22,music,no,Juilliard School,1,2,no
Q124961488,김지현,1959-10-12,music,no,,0,1,yes
Q130404102,Kong Ho-suk,1946-12-28,acting,no,,0,1,no
Q130539701,전도전,1956-03-01,music,no,,0,1,yes
Q105706195,이세훈,1955-08-31,music,no,,0,1,yes
Q105706784,Heo Hyeon-ho,1946-08-02,acting,no,,0,1,no
Q107109122,남일이,1958-12-02,music,no,,0,1,yes
Q107109544,이성우,1959-10-16,music,no,,0,1,yes
Q107109752,지중해,1952-12-28,music,no,,0,1,yes
Q107346170,Ji Gye-sun,1918-07-03,both,no,,0,1,no
Q107346176,Kim Yeong-min,1954-12-31,acting,no,,0,1,no
Q107541749,Oh Yeong-su,1944-10-19,acting,no,Dongguk University,1,21,no
Q109458600,Gu Bo-seok,1958-11-25,acting,no,Seoul Institute of the Arts,1,1,no
Q109517871,Joo Boo Jin,1946-08-15,acting,no,,0,1,no
Q109941863,김두수,1959-08-04,music,no,,0,0,yes
Q110115517,신재순,1957-10-15,acting,no,,0,1,yes
Q110115662,양광남,1933-05-01,acting,no,,0,1,yes
Q110404078,김영춘,1918-06-29,music,no,,0,2,yes
Q8055208,Yoon Mun-sik,1943-01-18,acting,no,Chung-Ang University,1,4,no
Q8057855,Young-ja Lee,1931-06-04,other,no,,0,5,no
Q8059932,Yu In-chon,1951-03-20,acting,no,Yonsei University | Chung-Ang University,2,6,no
Q8730259,Lee Young Hoo,1940-07-18,acting,no,Yonsei University,1,1,no
